SEQ,Shipping Location Code,Shipping Location Name,Delivery Due Date,Delivery Time (From),Delivery Time (To),Item Number,Item Name,Supplier Code,Supplier Name,User Code,User Name,P/F,P/F Name,Order No.,Order Quantity,Unit,Production Classification,Color,Item Class,Packing Name,Packing Capacity,Pickup,Delivery Slip No.,Delivery Slip & Receipt Card Print Date,Inspection Report Print Date,Item Card Print Date,Original Item Code,Supplier Information,Output date
1,"0000","<Default>",2024-12-13,,,"90480148360080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5301","Steel Paint","P9DI","","00887",160,"PCS","","","2","6011",1920,,"Y0B766710747372",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
2,"0000","<Default>",2024-12-13,,,"904801501400M0","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5301","Steel Paint","P9DI","","00041",150,"PCS","","","2","6011",400,,"Y0B766710748493",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
3,"0000","<Default>",2024-12-13,,,"1DYF2151000080","SEAL,GUARD","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","03006",100,"PCS","","","2","2033",200,,"Y0B766710744951",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
4,"0000","<Default>",2024-12-13,,,"904801339800M2","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","6312","Plastic Painting","ME01","Plastic Painting","00502",600,"PCS","","","2","6011",2000,,"Y0B766710745404",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
5,"0000","<Default>",2024-12-13,,,"90480128220080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","690E","Depo Body Export (Lot=40)","SBWE","","00052",80,"PCS","","","2","6011",40,,"Y0B766710746999",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
6,"0000","<Default>",2024-12-13,**:**,**:**,"BWPF1621000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","00004",200,"PCS","","","2","2033",120,,"Y0B766710748472",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
7,"0000","<Default>",2024-12-13,,,"D09F1621000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","00004",120,"PCS","","","2","2033",120,,"Y0B766710748478",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
8,"0000","<Default>",2024-12-13,**:**,**:**,"BWPF135F000080","COVER","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA03","Body Assy Small Parts","00004",320,"PCS","","","2","6011",400,,"Y0B766710748522",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
9,"0000","<Default>",2024-12-13,,,"2PVF2151000080","SEAL,GUARD","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J1817",240,"PCS","","","2","",1,,"Y0B766710748526",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
10,"0000","<Default>",2024-12-13,,,"50CE48820000M0","HOSE,BAND 2","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J0365",10,"PCS","","","2","",1,,"Y0B766710748529",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
11,"0000","<Default>",2024-12-13,,,"5TPF74440000M3","COVER,REAR FOOTREST 2","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J0224",7,"PCS","","","2","",1,,"Y0B766710748535",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
12,"0000","<Default>",2024-12-13,,,"90480128080080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J2314",600,"PCS","","Q-SPEC-L","2","",1,,"Y0B766710748540",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
13,"0000","<Default>",2024-12-13,07:30,08:00,"2PVE2576000080","HOSE,1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","04384",100,"PCS","","","2","6011",100,,"Y0B766710745871",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
14,"0000","<Default>",2024-12-13,07:30,08:00,"2PVH5546100080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","02169",100,"PCS","","","2","Plastic Cont.",100,,"Y0B766710747194",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
15,"0000","<Default>",2024-12-13,07:30,08:00,"45PF53640000M0","DAMPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","02826",400,"PCS","","","2","6033",200,,"Y0B766710746741",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
16,"0000","<Default>",2024-12-13,07:30,08:00,"90445228000080","HOSE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","02168",100,"PCS","","","2","",100,,"Y0B766710747210",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
17,"0000","<Default>",2024-12-13,07:30,08:00,"B3MF1826000080","PIPE,BREATHER","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01295",40,"PCS","","","2","6011",80,,"Y0B766710747316",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
18,"0000","<Default>",2024-12-13,07:30,08:00,"B3MF2178000080","TENSIONER","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01201",80,"PCS","","","2","6011",160,,"Y0B766710747294",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
19,"0000","<Default>",2024-12-13,07:30,08:00,"B3MH1662000080","COVER,CONNECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01295",40,"PCS","","","2","6011",240,,"Y0B766710747362",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
20,"0000","<Default>",2024-12-13,07:30,08:00,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","03912",400,"PCS","","","2","6011",360,,"Y0B766710747061",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
21,"0000","<Default>",2024-12-13,07:30,08:00,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","03440",480,"PCS","","","2","6011",40,,"Y0B766710746055",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
22,"0000","<Default>",2024-12-13,07:30,08:00,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","05499",480,"PCS","","","2","",40,,"Y0B766710746586",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
23,"0000","<Default>",2024-12-13,07:30,08:00,"B6HF1621100080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","02277",280,"PCS","","","2","6011",80,,"Y0B766710747997",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
24,"0000","<Default>",2024-12-13,07:30,08:00,"BLSF1521000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","00325",200,"PCS","","","2","6011",240,,"Y0B766710748357",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
25,"0000","<Default>",2024-12-13,07:30,08:00,"BLSF1621000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","00325",200,"PCS","","","2","6011",120,,"Y0B766710748327",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
26,"0000","<Default>",2024-12-13,07:30,08:00,"2PHE3593010080","DAMPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01016",200,"PCS","","","2","6011",200,,"Y0B766710747912",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
27,"0000","<Default>",2024-12-13,07:30,08:00,"2PHF3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","02917",150,"PCS","","","2","6011",200,,"Y0B766710745605",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
28,"0000","<Default>",2024-12-13,07:30,08:00,"2PHF71140000M0","STOPPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","06547",100,"PCS","","","2","6011",100,,"Y0B766710745672",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
29,"0000","<Default>",2024-12-13,07:30,08:00,"54PF3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","02984",100,"PCS","","","2","",200,,"Y0B766710745145",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
30,"0000","<Default>",2024-12-13,07:30,08:00,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00982",200,"PCS","","","2","6011",400,,"Y0B766710747081",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
31,"0000","<Default>",2024-12-13,07:30,08:00,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00859",400,"PCS","","","2","6011",300,,"Y0B766710746102",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
32,"0000","<Default>",2024-12-13,07:30,08:00,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01252",1000,"PCS","","","2","6011",400,,"Y0B766710746606",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
33,"0000","<Default>",2024-12-13,07:30,08:00,"BBPF8349000080","CAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01108",200,"PCS","","","2","6011",1900,,"Y0B766710747495",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
34,"0000","<Default>",2024-12-13,07:30,08:00,"BEJE5373000080","PIPE,BREATHER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01549",1000,"PCS","","","2","6011",400,,"Y0B766710747818",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
35,"0000","<Default>",2024-12-13,07:30,08:00,"BJMF1621000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01046",400,"PCS","","","2","6033",50,,"Y0B766710748112",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
36,"0000","<Default>",2024-12-13,07:30,08:00,"BJMF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00910",400,"PCS","","","2","6033",400,,"Y0B766710748084",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
37,"0000","<Default>",2024-12-13,07:30,08:00,"BJMH2155000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00703",400,"PCS","","","2","6011",100,,"Y0B766710748140",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
38,"0000","<Default>",2024-12-13,07:30,08:00,"BJMH2592000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00910",400,"PCS","","","2","6011",800,,"Y0B766710748046",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
39,"0000","<Default>",2024-12-13,07:30,08:00,"2DPE5495000080","SEAL,PROTECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","02258",680,"PCS","","","2","6011",40,,"Y0B766710745830",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
40,"0000","<Default>",2024-12-13,07:30,08:00,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01528",320,"PCS","","","2","6011",40,,"Y0B766710747115",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
41,"0000","<Default>",2024-12-13,07:30,08:00,"B65F18160000M0","PIPE,1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","02464",360,"PCS","","","2","6033",40,,"Y0B766710746840",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
42,"0000","<Default>",2024-12-13,07:30,08:00,"B65F2211000080","COVER","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01948",480,"PCS","","","2","6011",40,,"Y0B766710746005",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
43,"0000","<Default>",2024-12-13,07:30,08:00,"B65F3123000080","COVER,UNDER 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","03598",680,"PCS","","","2","6011",40,,"Y0B766710746301",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
44,"0000","<Default>",2024-12-13,07:30,08:00,"B65F312G000080","PLUG,HOLE","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01837",1040,"PCS","","","2","6011",40,,"Y0B766710746185",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
45,"0000","<Default>",2024-12-13,07:30,08:00,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01960",320,"PCS","","","2","6011",40,,"Y0B766710746135",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
46,"0000","<Default>",2024-12-13,07:30,08:00,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","02396",440,"PCS","","","2","6011",40,,"Y0B766710746662",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
47,"0000","<Default>",2024-12-13,07:30,08:00,"B6HF1621100080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","00959",320,"PCS","","","2","6011",40,,"Y0B766710748018",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
48,"0000","<Default>",2024-12-13,07:30,08:00,"BBPF8349000080","CAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01440",360,"PCS","","","2","6011",40,,"Y0B766710747554",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
49,"0000","<Default>",2024-12-13,07:30,08:00,"BBPH2351000080","TUBE,CORD 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01440",360,"PCS","","","2","6011",40,,"Y0B766710747617",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
50,"0000","<Default>",2024-12-13,07:30,08:00,"BBPH5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01160",1040,"PCS","","","2","6011",40,,"Y0B766710747476",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
51,"0000","<Default>",2024-12-13,07:30,08:30,"1EGE81130200M0","COVER,SHIFT PEDAL","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","00521",300,"PCS","","","2","",100,,"Y0B766710748254",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
52,"0000","<Default>",2024-12-13,07:30,08:30,"B3MH1662000080","COVER,CONNECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","00408",100,"PCS","","","2","",50,,"Y0B766710747350",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
53,"0000","<Default>",2024-12-13,07:30,08:30,"B74F483H000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","00189",300,"PCS","","","2","6011",100,,"Y0B766710746317",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
54,"0000","<Default>",2024-12-13,07:30,08:30,"BK6E4747000080","DAMPER,MUFF.","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","00156",100,"PCS","","","2","",100,,"Y0B766710746691",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
55,"0000","<Default>",2024-12-13,07:30,08:30,"1PAF411J000080","DAMPER,SIDE COVER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00881",40,"PCS","","","2","6011",40,,"Y0B766710745003",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
56,"0000","<Default>",2024-12-13,07:30,08:30,"2DPE5495000080","SEAL,PROTECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","03483",160,"PCS","","","2","6011",40,,"Y0B766710745753",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
57,"0000","<Default>",2024-12-13,07:30,08:30,"2MSF483H000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01697",80,"PCS","","","2","6011",40,,"Y0B766710745893",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
58,"0000","<Default>",2024-12-13,07:30,08:30,"45PF1778000080","DAMPER,LOCATING 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00877",80,"PCS","","","2","6011",40,,"Y0B766710745038",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
59,"0000","<Default>",2024-12-13,07:30,08:30,"4YYF7114000080","STOPPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02996",40,"PCS","","","2","6011",40,,"Y0B766710745069",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
60,"0000","<Default>",2024-12-13,07:30,08:30,"B1XF419A000080","HOLDER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00186",80,"PCS","","","2","",40,,"Y0B766710747689",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
61,"0000","<Default>",2024-12-13,07:30,08:30,"B1XF419E000080","COVER,CANISTER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00186",80,"PCS","","","2","6011",20,,"Y0B766710747716",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
62,"0000","<Default>",2024-12-13,07:30,08:30,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01676",200,"PCS","","","2","6011",40,,"Y0B766710747033",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
63,"0000","<Default>",2024-12-13,07:30,08:30,"B5XH2591000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01059",40,"PCS","","","2","6011",40,,"Y0B766710747427",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
64,"0000","<Default>",2024-12-13,07:30,08:30,"B65F3123000080","COVER,UNDER 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","03216",160,"PCS","","","2","6011",40,,"Y0B766710746224",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
65,"0000","<Default>",2024-12-13,07:30,08:30,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01459",120,"PCS","","","2","6011",40,,"Y0B766710746027",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
66,"0000","<Default>",2024-12-13,07:30,08:30,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","03018",240,"PCS","","","2","",40,,"Y0B766710746555",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
67,"0000","<Default>",2024-12-13,07:30,08:30,"B6HF1621100080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00867",120,"PCS","","","2","6011",40,,"Y0B766710747969",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
68,"0000","<Default>",2024-12-13,07:30,08:30,"B6HF312G000080","PLUG,HOLE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01926",120,"PCS","","","2","6011",40,,"Y0B766710747248",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
69,"0000","<Default>",2024-12-13,07:30,08:30,"B74E53730000M0","PIPE,BREATHER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01469",40,"PCS","","","2","6011",40,,"Y0B766710746969",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
70,"0000","<Default>",2024-12-13,07:30,08:30,"B74F3469000080","CAP,BOLT","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02268",160,"PCS","","","2","6011",40,,"Y0B766710746411",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
71,"0000","<Default>",2024-12-13,07:30,08:30,"B74F414A0000M0","COVER,FILLER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02170",40,"PCS","","","2","6033",10,,"Y0B766710746877",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
72,"0000","<Default>",2024-12-13,07:30,08:30,"B74F4639000080","STOPPER,PLATE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02265",40,"PCS","","","2","6011",40,,"Y0B766710746476",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
73,"0000","<Default>",2024-12-13,07:30,08:30,"B74F483H000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01434",40,"PCS","","","2","6011",40,,"Y0B766710746341",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
74,"0000","<Default>",2024-12-13,07:30,08:30,"B74F8175000080","TOOL,HOLDER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02330",40,"PCS","","","2","6011",40,,"Y0B766710746512",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
75,"0000","<Default>",2024-12-13,07:30,08:30,"B74H2131000080","BAND,BATTERY","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02183",40,"PCS","","","2","6011",20,,"Y0B766710746375",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
76,"0000","<Default>",2024-12-13,07:30,08:30,"BKAF4317000080","PIPE,7","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00106",40,"PCS","","","2","6011",20,,"Y0B766710748197",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
77,"0000","<Default>",2024-12-13,07:30,08:30,"BKAF4785000080","MOLE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00618",40,"PCS","","","2","6033",20,,"Y0B766710748174",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
78,"0000","<Default>",2024-12-13,07:30,08:30,"BRAF163F000080","COVER,3","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00040",40,"PCS","","","2","6033",40,,"Y0B766710748376",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
79,"0000","<Default>",2024-12-13,07:30,08:30,"B74E11660000M0","PIPE,BREATHER 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","590C","Depo Global Engine","P9CB","","03281",80,"PCS","","","2","6033",40,,"Y0B766710746945",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
80,"0000","<Default>",2024-12-13,07:30,08:30,"B65F414A010080","COVER,FILLER","7667","PT. CATURINDO AGUNGJAYA RUBBER","690C","Depo Central Manufacturing","MT04","Steel painting","02481",880,"PCS","","","2","Plastic Cont.",20,,"Y0B766710747748",2024-11-19 12:21:23,"-",2024-11-19 12:21:23,"","",2024-12-04 07:21:45
