SEQ,Shipping Location Code,Shipping Location Name,Delivery Due Date,Delivery Time (From),Delivery Time (To),Item Number,Item Name,Supplier Code,Supplier Name,User Code,User Name,P/F,P/F Name,Order No.,Order Quantity,Unit,Production Classification,Color,Item Class,Packing Name,Packing Capacity,Pickup,Delivery Slip No.,Delivery Slip & Receipt Card Print Date,Inspection Report Print Date,Item Card Print Date,Original Item Code,Supplier Information,Output date
457,"0000","<Default>",2024-12-15,16:00,16:30,"2PVE2576000080","HOSE,1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","02185",300,"PCS","","","2","6011",100,,"Y0B766710749259","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
458,"0000","<Default>",2024-12-15,16:00,16:30,"2PVH5546100080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","01442",300,"PCS","","","2","Plastic Cont.",25,,"Y0B766710750264","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
459,"0000","<Default>",2024-12-15,16:00,16:30,"54PF3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","02037",300,"PCS","","","2","6011",50,,"Y0B766710748714","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
460,"0000","<Default>",2024-12-15,16:00,16:30,"2DPE5495000080","SEAL,PROTECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","03488",80,"PCS","","","2","6011",40,,"Y0B766710749171","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
461,"0000","<Default>",2024-12-15,16:00,16:30,"903880880300M0","DAMPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00032",40,"PCS","","","2","",40,,"Y0B766710750228","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
462,"0000","<Default>",2024-12-15,16:00,16:30,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01679",40,"PCS","","","2","6011",40,,"Y0B766710750159","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
463,"0000","<Default>",2024-12-15,16:00,16:30,"B65F3123000080","COVER,UNDER 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","03221",40,"PCS","","","2","6011",40,,"Y0B766710749511","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
464,"0000","<Default>",2024-12-15,16:00,16:30,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01462",40,"PCS","","","2","6011",40,,"Y0B766710749378","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
465,"0000","<Default>",2024-12-15,16:00,16:30,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","03023",40,"PCS","","","2","",40,,"Y0B766710749799","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
466,"0000","<Default>",2024-12-15,16:00,16:30,"B6HF1621100080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00870",80,"PCS","","","2","6011",40,,"Y0B766710750848","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
467,"0000","<Default>",2024-12-15,16:00,16:30,"B6HF312G000080","PLUG,HOLE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01929",80,"PCS","","","2","6011",40,,"Y0B766710750303","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
468,"0000","<Default>",2024-12-15,16:00,16:30,"B74F1621000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01879",80,"PCS","","","2","6011",40,,"Y0B766710749699","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
469,"0000","<Default>",2024-12-15,16:00,16:30,"B74F3469000080","CAP,BOLT","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02272",320,"PCS","","","2","6011",40,,"Y0B766710749667","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
470,"0000","<Default>",2024-12-15,16:00,16:30,"B74F414A0000M0","COVER,FILLER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02177",40,"PCS","","","2","6033",10,,"Y0B766710750035","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
471,"0000","<Default>",2024-12-15,16:00,16:30,"B74F4639000080","STOPPER,PLATE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02269",80,"PCS","","","2","6011",40,,"Y0B766710749732","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
472,"0000","<Default>",2024-12-15,16:00,16:30,"B74F4785000080","MOLE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01810",80,"PCS","","","2","6011",40,,"Y0B766710749722","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
473,"0000","<Default>",2024-12-15,16:00,16:30,"B74F483H000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01437",80,"PCS","","","2","6011",40,,"Y0B766710749609","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
474,"0000","<Default>",2024-12-15,16:00,16:30,"B74F8175000080","TOOL,HOLDER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02335",80,"PCS","","","2","6011",40,,"Y0B766710749766","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
475,"0000","<Default>",2024-12-15,18:00,19:00,"1WDF135F000080","COVER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","SMAL","PF Small Part Packing","01973",80,"PCS","","","2","6011",40,,"Y0B766710749013","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
476,"0000","<Default>",2024-12-15,18:00,19:00,"1WDF16A2000080","SEAL,2","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","SMAL","PF Small Part Packing","01967",80,"PCS","","","2","6011",40,,"Y0B766710749032","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
477,"0000","<Default>",2024-12-15,18:00,19:00,"902022614200M3","WASHER PLAIN","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","SMAL","PF Small Part Packing","03563",280,"PCS","","","2","6011",40,,"Y0B766710748755","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
478,"0000","<Default>",2024-12-15,18:00,19:00,"90445217G30080","HOSE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","SMAL","PF Small Part Packing","01972",40,"PCS","","","2","6011",40,,"Y0B766710748816","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
479,"0000","<Default>",2024-12-15,18:00,19:00,"90480128080080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","SMAL","PF Small Part Packing","02752",1280,"PCS","","Q-SPEC-L","2","6011",40,,"Y0B766710748853","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
480,"0000","<Default>",2024-12-15,18:00,19:00,"904801339800M2","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","SMAL","PF Small Part Packing","01634",80,"PCS","","","2","6011",40,,"Y0B766710748912","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
481,"0000","<Default>",2024-12-15,18:00,19:00,"904801548300M0","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","SMAL","PF Small Part Packing","01206",40,"PCS","","","2","6011",40,,"Y0B766710750067","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
482,"0000","<Default>",2024-12-15,18:00,19:00,"904801841800M2","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","SMAL","PF Small Part Packing","01472",80,"PCS","","","2","6011",40,,"Y0B766710748957","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
483,"0000","<Default>",2024-12-16,,,"90480148360080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5301","Steel Paint","P9DI","","00888",240,"PCS","","","2","6011",1920,,"Y0B766710750410","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
484,"0000","<Default>",2024-12-16,,,"904801501400M0","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5301","Steel Paint","P9DI","","00042",130,"PCS","","","2","6011",400,,"Y0B766710751315","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
485,"0000","<Default>",2024-12-16,,,"1DYF2151000080","SEAL,GUARD","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","03007",100,"PCS","","","2","2033",200,,"Y0B766710748577","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
486,"0000","<Default>",2024-12-16,,,"904801339800M2","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","6312","Plastic Painting","ME01","Plastic Painting","00503",600,"PCS","","","2","6011",2000,,"Y0B766710748940","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
487,"0000","<Default>",2024-12-16,,,"90480128220080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","690E","Depo Body Export (Lot=40)","SBWE","","00053",40,"PCS","","","2","6011",40,,"Y0B766710750145","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
488,"0000","<Default>",2024-12-16,,,"D09F1621000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","00005",240,"PCS","","","2","2033",120,,"Y0B766710751298","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
489,"0000","<Default>",2024-12-16,,,"1EGE81130200M0","COVER,SHIFT PEDAL","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J0250",124,"PCS","","","2","",1,,"Y0B766710751352","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
490,"0000","<Default>",2024-12-16,,,"1S7F622F000080","DAMPER,LOCATING 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J2453",100,"PCS","","","2","",1,,"Y0B766710751358","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
491,"0000","<Default>",2024-12-16,,,"2PVE2576000080","HOSE,1","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J0782",70,"PCS","","","2","",1,,"Y0B766710751369","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
492,"0000","<Default>",2024-12-16,,,"3KAF317K000080","DAMPER,2","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J1881",110,"PCS","","","2","",1,,"Y0B766710751381","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
493,"0000","<Default>",2024-12-16,,,"3KAF4188000080","MOLD,FUEL TANK","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J1690",100,"PCS","","","2","",1,,"Y0B766710751382","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
494,"0000","<Default>",2024-12-16,,,"45PF53640000M0","DAMPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J1480",300,"PCS","","","2","",1,,"Y0B766710751385","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
495,"0000","<Default>",2024-12-16,,,"5BPF53640000M0","DAMPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J0848",80,"PCS","","","2","",1,,"Y0B766710751393","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
496,"0000","<Default>",2024-12-16,,,"5D9F44810000M0","PLUG","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J0061",200,"PCS","","","2","",1,,"Y0B766710751395","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
497,"0000","<Default>",2024-12-16,,,"904801386400M2","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J2289",100,"PCS","","","2","",1,,"Y0B766710751418","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
498,"0000","<Default>",2024-12-16,,,"904801841800M2","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J2183",100,"PCS","","","2","",1,,"Y0B766710751423","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
499,"0000","<Default>",2024-12-16,,,"BK6F8483000080","PLATE,RUBBER 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J0887",100,"PCS","","","2","",1,,"Y0B766710751463","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
500,"0000","<Default>",2024-12-16,,,"BRGE449E000080","COVER,AIR FILTER","7667","PT. CATURINDO AGUNGJAYA RUBBER","7667","PT. CATURINDO AGUNGJAYA RUBBER","PRPC","PF POD","J0001",5,"PCS","","","2","",1,,"Y0B766710751465","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
501,"0000","<Default>",2024-12-16,07:30,08:00,"B74E25760000M0","HOSE,1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED2","PF Medium 2 Packing","01844",80,"PCS","","","2","6033",40,,"Y0B766710750110","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
502,"0000","<Default>",2024-12-16,07:30,08:00,"2PVE2576000080","HOSE,1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","04385",100,"PCS","","","2","6011",100,,"Y0B766710749268","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
503,"0000","<Default>",2024-12-16,07:30,08:00,"2PVH5546100080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","02170",100,"PCS","","","2","Plastic Cont.",100,,"Y0B766710750276","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
504,"0000","<Default>",2024-12-16,07:30,08:00,"45PF53640000M0","DAMPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","02827",400,"PCS","","","2","6033",200,,"Y0B766710749932","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
505,"0000","<Default>",2024-12-16,07:30,08:00,"90445228000080","HOSE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","02169",100,"PCS","","","2","",100,,"Y0B766710750285","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
506,"0000","<Default>",2024-12-16,07:30,08:00,"BDJE2467000080","COVER,RADIATOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","00397",100,"PCS","","","2","2033",20,,"Y0B766710750738","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
507,"0000","<Default>",2024-12-16,07:30,08:00,"BDJE246E000080","COVER,2","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","00399",100,"PCS","","","2","6011",100,,"Y0B766710750742","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
508,"0000","<Default>",2024-12-16,07:30,08:00,"BDJE3767000080","CAP,INJECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","00861",100,"PCS","","","2","6011",100,,"Y0B766710750728","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
509,"0000","<Default>",2024-12-16,07:30,08:00,"BDJH5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","00388",100,"PCS","","","2","6011",100,,"Y0B766710750707","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
510,"0000","<Default>",2024-12-16,07:30,08:00,"BK6F247A010080","HOSE,1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92B","PF Depo Local Medium parts","01302",100,"PCS","","","2","6011",100,,"Y0B766710750430","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
511,"0000","<Default>",2024-12-16,07:30,08:00,"B3MF1826000080","PIPE,BREATHER","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01297",40,"PCS","","","2","6011",80,,"Y0B766710750366","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
512,"0000","<Default>",2024-12-16,07:30,08:00,"B3MF2178000080","TENSIONER","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01203",80,"PCS","","","2","6011",160,,"Y0B766710750350","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
513,"0000","<Default>",2024-12-16,07:30,08:00,"B3MH1662000080","COVER,CONNECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01297",40,"PCS","","","2","6011",240,,"Y0B766710750401","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
514,"0000","<Default>",2024-12-16,07:30,08:00,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","03915",320,"PCS","","","2","6011",360,,"Y0B766710750174","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
515,"0000","<Default>",2024-12-16,07:30,08:00,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","03443",480,"PCS","","","2","6011",40,,"Y0B766710749391","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
516,"0000","<Default>",2024-12-16,07:30,08:00,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","05502",360,"PCS","","","2","",40,,"Y0B766710749826","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
517,"0000","<Default>",2024-12-16,07:30,08:00,"B6HF1621100080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","02280",320,"PCS","","","2","6011",80,,"Y0B766710750864","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
518,"0000","<Default>",2024-12-16,07:30,08:00,"BLSF1521000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","00327",160,"PCS","","","2","6011",240,,"Y0B766710751171","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
519,"0000","<Default>",2024-12-16,07:30,08:00,"BLSF1621000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","00327",160,"PCS","","","2","6011",120,,"Y0B766710751148","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
520,"0000","<Default>",2024-12-16,07:30,08:00,"2PHE3593010080","DAMPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01021",100,"PCS","","","2","6011",200,,"Y0B766710750791","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
521,"0000","<Default>",2024-12-16,07:30,08:00,"2PHF3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","02919",100,"PCS","","","2","6011",200,,"Y0B766710749067","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
522,"0000","<Default>",2024-12-16,07:30,08:00,"2PHF62570000M0","STOPPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","02459",100,"PCS","","","2","6011",800,,"Y0B766710749131","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
523,"0000","<Default>",2024-12-16,07:30,08:00,"2PHF71140000M0","STOPPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","06550",200,"PCS","","","2","6011",100,,"Y0B766710749108","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
524,"0000","<Default>",2024-12-16,07:30,08:00,"2SUF811G000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01453",100,"PCS","","","2","",600,,"Y0B766710749315","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
525,"0000","<Default>",2024-12-16,07:30,08:00,"2SUH5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","02792",100,"PCS","","","2","6011",100,,"Y0B766710749102","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
526,"0000","<Default>",2024-12-16,07:30,08:00,"54PF3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","02985",200,"PCS","","","2","",200,,"Y0B766710748722","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
527,"0000","<Default>",2024-12-16,07:30,08:00,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00984",200,"PCS","","","2","6011",400,,"Y0B766710750196","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
528,"0000","<Default>",2024-12-16,07:30,08:00,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00864",100,"PCS","","","2","6011",300,,"Y0B766710749413","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
529,"0000","<Default>",2024-12-16,07:30,08:00,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01254",800,"PCS","","","2","6011",400,,"Y0B766710749848","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
530,"0000","<Default>",2024-12-16,07:30,08:00,"BBPF8349000080","CAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01110",200,"PCS","","","2","6011",1900,,"Y0B766710750499","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
531,"0000","<Default>",2024-12-16,07:30,08:00,"BEJE5373000080","PIPE,BREATHER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01551",800,"PCS","","","2","6011",400,,"Y0B766710750748","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
532,"0000","<Default>",2024-12-16,07:30,08:00,"BJMF1621000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01048",100,"PCS","","","2","6033",50,,"Y0B766710750952","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
533,"0000","<Default>",2024-12-16,07:30,08:00,"BJMF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00912",100,"PCS","","","2","6033",400,,"Y0B766710750929","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
534,"0000","<Default>",2024-12-16,07:30,08:00,"BJMH2155000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00705",100,"PCS","","","2","6011",100,,"Y0B766710750975","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
535,"0000","<Default>",2024-12-16,07:30,08:00,"BJMH2592000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00912",100,"PCS","","","2","6011",800,,"Y0B766710750899","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
536,"0000","<Default>",2024-12-16,07:30,08:00,"2DPE5495000080","SEAL,PROTECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","02263",680,"PCS","","","2","6011",40,,"Y0B766710749217","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
537,"0000","<Default>",2024-12-16,07:30,08:00,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01530",320,"PCS","","","2","6011",40,,"Y0B766710750214","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
538,"0000","<Default>",2024-12-16,07:30,08:00,"B65F18160000M0","PIPE,1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","02468",280,"PCS","","","2","6033",40,,"Y0B766710749990","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
539,"0000","<Default>",2024-12-16,07:30,08:00,"B65F2211000080","COVER","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01951",480,"PCS","","","2","6011",40,,"Y0B766710749353","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
540,"0000","<Default>",2024-12-16,07:30,08:00,"B65F3123000080","COVER,UNDER 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","03603",680,"PCS","","","2","6011",40,,"Y0B766710749559","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
541,"0000","<Default>",2024-12-16,07:30,08:00,"B65F312G000080","PLUG,HOLE","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01839",840,"PCS","","","2","6011",40,,"Y0B766710749489","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
542,"0000","<Default>",2024-12-16,07:30,08:00,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01962",440,"PCS","","","2","6011",40,,"Y0B766710749454","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
543,"0000","<Default>",2024-12-16,07:30,08:00,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","02400",360,"PCS","","","2","6011",40,,"Y0B766710749869","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
544,"0000","<Default>",2024-12-16,07:30,08:00,"B6HF1621100080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","00961",440,"PCS","","","2","6011",40,,"Y0B766710750885","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
