SEQ,Shipping Location Code,Shipping Location Name,Delivery Due Date,Delivery Time (From),Delivery Time (To),Item Number,Item Name,Supplier Code,Supplier Name,User Code,User Name,P/F,P/F Name,Order No.,Order Quantity,Unit,Production Classification,Color,Item Class,Packing Name,Packing Capacity,Pickup,Delivery Slip No.,Delivery Slip & Receipt Card Print Date,Inspection Report Print Date,Item Card Print Date,Original Item Code,Supplier Information,Output date
1370,0,<Default>,03-10-24,22:00,22:30,BBPH2351000080,"TUBE,CORD 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1238,200,PCS,,,2,6011,40,,Y0B766710732029,Unprinted,-,Unprinted,,,19-09-24 7:29
1371,0,<Default>,04-10-24,,,9.04801E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,5301,Steel Paint,P9DI,,847,80,PCS,,,2,6011,1920,,Y0B766710731730,Unprinted,-,Unprinted,,,19-09-24 7:29
1372,0,<Default>,04-10-24,,,904801339800M2,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,6312,Plastic Painting,ME01,Plastic Painting,452,500,PCS,,,2,6011,2000,,Y0B766710729514,Unprinted,-,Unprinted,,,19-09-24 7:29
1373,0,<Default>,04-10-24,7:30,8:00,2PVE2576000080,"HOSE,1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92B,PF Depo Local Medium parts,4289,300,PCS,,,2,6011,100,,Y0B766710730008,Unprinted,-,Unprinted,,,19-09-24 7:29
1374,0,<Default>,04-10-24,7:30,8:00,2PVH5546100080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92B,PF Depo Local Medium parts,2074,300,PCS,,,2,Plastic Cont.,100,,Y0B766710731506,Unprinted,-,Unprinted,,,19-09-24 7:29
1375,0,<Default>,04-10-24,7:30,8:00,45PF53640000M0,DAMPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92B,PF Depo Local Medium parts,2730,1200,PCS,,,2,6033,200,,Y0B766710730992,Unprinted,-,Unprinted,,,19-09-24 7:29
1376,0,<Default>,04-10-24,7:30,8:00,9.04452E+13,HOSE,7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92B,PF Depo Local Medium parts,2073,300,PCS,,,2,,100,,Y0B766710731529,Unprinted,-,Unprinted,,,19-09-24 7:29
1377,0,<Default>,04-10-24,7:30,8:00,1WDF2151000080,"SEAL,GUARD",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,3743,80,PCS,,,2,2033,40,,Y0B766710729665,Unprinted,-,Unprinted,,,19-09-24 7:29
1378,0,<Default>,04-10-24,7:30,8:00,1WDH21310000M0,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,2374,40,PCS,,,2,6011,320,,Y0B766710731256,Unprinted,-,Unprinted,,,19-09-24 7:29
1379,0,<Default>,04-10-24,7:30,8:00,2MSF483H000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,2900,40,PCS,,,2,6011,40,,Y0B766710730048,Unprinted,-,Unprinted,,,19-09-24 7:29
1380,0,<Default>,04-10-24,7:30,8:00,B04E449E0000M0,"COVER,AIR FILTER",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,1669,40,PCS,,,2,6033,20,,Y0B766710731265,Unprinted,-,Unprinted,,,19-09-24 7:29
1381,0,<Default>,04-10-24,7:30,8:00,B1XF419A000080,HOLDER,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,871,40,PCS,,,2,6011,240,,Y0B766710732156,Unprinted,-,Unprinted,,,19-09-24 7:29
1382,0,<Default>,04-10-24,7:30,8:00,B1XF419E000080,"COVER,CANISTER",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,871,40,PCS,,,2,6011,40,,Y0B766710732185,Unprinted,-,Unprinted,,,19-09-24 7:29
1383,0,<Default>,04-10-24,7:30,8:00,B3MF1826000080,"PIPE,BREATHER",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,1249,40,PCS,,,2,6011,80,,Y0B766710731668,Unprinted,-,Unprinted,,,19-09-24 7:29
1384,0,<Default>,04-10-24,7:30,8:00,B3MF2178000080,TENSIONER,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,1154,80,PCS,,,2,6011,160,,Y0B766710731646,Unprinted,-,Unprinted,,,19-09-24 7:29
1385,0,<Default>,04-10-24,7:30,8:00,B3MH1662000080,"COVER,CONNECTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,1249,40,PCS,,,2,6011,240,,Y0B766710731718,Unprinted,-,Unprinted,,,19-09-24 7:29
1386,0,<Default>,04-10-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,3759,240,PCS,,,2,6011,360,,Y0B766710731347,Unprinted,-,Unprinted,,,19-09-24 7:29
1387,0,<Default>,04-10-24,7:30,8:00,B5XH2591000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,1787,120,PCS,,,2,,40,,Y0B766710731796,Unprinted,-,Unprinted,,,19-09-24 7:29
1388,0,<Default>,04-10-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,3287,480,PCS,,,2,6011,40,,Y0B766710730234,Unprinted,-,Unprinted,,,19-09-24 7:29
1389,0,<Default>,04-10-24,7:30,8:00,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,5343,360,PCS,,,2,,40,,Y0B766710730753,Unprinted,-,Unprinted,,,19-09-24 7:29
1390,0,<Default>,04-10-24,7:30,8:00,B6HF1621100080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,2124,360,PCS,,,2,6011,80,,Y0B766710732515,Unprinted,-,Unprinted,,,19-09-24 7:29
1391,0,<Default>,04-10-24,7:30,8:00,B74F483H000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,3221,80,PCS,,,2,6011,80,,Y0B766710730537,Unprinted,-,Unprinted,,,19-09-24 7:29
1392,0,<Default>,04-10-24,7:30,8:00,B74H2131000080,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,3609,120,PCS,,,2,6011,40,,Y0B766710730580,Unprinted,-,Unprinted,,,19-09-24 7:29
1393,0,<Default>,04-10-24,7:30,8:00,B9TH2314000080,"COVER,IGNITION COIL",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,914,40,PCS,,,2,6011,800,,Y0B766710730929,Unprinted,-,Unprinted,,,19-09-24 7:29
1394,0,<Default>,04-10-24,7:30,8:00,B9TH2314100080,"COVER,IGNITION COIL",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,914,40,PCS,,,2,6011,800,,Y0B766710730933,Unprinted,-,Unprinted,,,19-09-24 7:29
1395,0,<Default>,04-10-24,7:30,8:00,BDJH2131000080,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,54,40,PCS,,,2,,40,,Y0B766710732277,Unprinted,-,Unprinted,,,19-09-24 7:29
1396,0,<Default>,04-10-24,7:30,8:00,BKAF4317000080,"PIPE,7",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,897,80,PCS,,,2,6011,40,,Y0B766710732770,Unprinted,-,Unprinted,,,19-09-24 7:29
1397,0,<Default>,04-10-24,7:30,8:00,BKAF4785000080,MOLE,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,938,120,PCS,,,2,6033,40,,Y0B766710732735,Unprinted,-,Unprinted,,,19-09-24 7:29
1398,0,<Default>,04-10-24,7:30,8:00,BLSF1521000080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,201,120,PCS,,,2,6011,240,,Y0B766710732953,Unprinted,-,Unprinted,,,19-09-24 7:29
1399,0,<Default>,04-10-24,7:30,8:00,BLSF1621000080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,201,120,PCS,,,2,6011,120,,Y0B766710732917,Unprinted,-,Unprinted,,,19-09-24 7:29
1400,0,<Default>,04-10-24,7:30,8:00,BRAF163F000080,"COVER,3",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,54,40,PCS,,,2,6033,40,,Y0B766710732993,Unprinted,-,Unprinted,,,19-09-24 7:29
1401,0,<Default>,04-10-24,7:30,8:00,BRAH5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,54,40,PCS,,,2,6033,40,,Y0B766710733048,Unprinted,-,Unprinted,,,19-09-24 7:29
1402,0,<Default>,04-10-24,7:30,8:00,2PHF71140000M0,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,6414,80,PCS,,,2,6011,100,,Y0B766710729782,Unprinted,-,Unprinted,,,19-09-24 7:29
1403,0,<Default>,04-10-24,7:30,8:00,2SUF811G000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,1401,200,PCS,,,2,,600,,Y0B766710730087,Unprinted,-,Unprinted,,,19-09-24 7:29
1404,0,<Default>,04-10-24,7:30,8:00,2SUH5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,2740,200,PCS,,,2,6011,100,,Y0B766710729765,Unprinted,-,Unprinted,,,19-09-24 7:29
1405,0,<Default>,04-10-24,7:30,8:00,54PF3415000080,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,2926,100,PCS,,,2,,200,,Y0B766710729188,Unprinted,-,Unprinted,,,19-09-24 7:29
1406,0,<Default>,04-10-24,7:30,8:00,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,1101,100,PCS,,,2,6011,400,,Y0B766710730786,Unprinted,-,Unprinted,,,19-09-24 7:29
1407,0,<Default>,04-10-24,7:30,8:00,BBPF8349000080,CAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,962,100,PCS,,,2,6011,1900,,Y0B766710731879,Unprinted,-,Unprinted,,,19-09-24 7:29
1408,0,<Default>,04-10-24,7:30,8:00,BEJE5373000080,"PIPE,BREATHER",7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,1372,200,PCS,,,2,6011,400,,Y0B766710732326,Unprinted,-,Unprinted,,,19-09-24 7:29
1409,0,<Default>,04-10-24,7:30,8:00,BJMF1621000080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,908,100,PCS,,,2,6033,50,,Y0B766710732654,Unprinted,-,Unprinted,,,19-09-24 7:29
1410,0,<Default>,04-10-24,7:30,8:00,BJMF465B000080,"CAP,ROTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,772,100,PCS,,,2,6033,400,,Y0B766710732625,Unprinted,-,Unprinted,,,19-09-24 7:29
1411,0,<Default>,04-10-24,7:30,8:00,BJMH2155000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,584,100,PCS,,,2,6011,100,,Y0B766710732680,Unprinted,-,Unprinted,,,19-09-24 7:29
1412,0,<Default>,04-10-24,7:30,8:00,BJMH2592000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,772,100,PCS,,,2,6011,800,,Y0B766710732584,Unprinted,-,Unprinted,,,19-09-24 7:29
1413,0,<Default>,04-10-24,7:30,8:00,2DPE5495000080,"SEAL,PROTECTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,2008,720,PCS,,,2,6011,40,,Y0B766710729929,Unprinted,-,Unprinted,,,19-09-24 7:29
1414,0,<Default>,04-10-24,7:30,8:00,2PHE3593010080,DAMPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,826,20,PCS,,,2,6011,40,,Y0B766710732462,Unprinted,-,Unprinted,,,19-09-24 7:29
1415,0,<Default>,04-10-24,7:30,8:00,2PHF62570000M0,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1348,20,PCS,,,2,6011,40,,Y0B766710729830,Unprinted,-,Unprinted,,,19-09-24 7:29
1416,0,<Default>,04-10-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1428,120,PCS,,,2,6011,40,,Y0B766710731412,Unprinted,-,Unprinted,,,19-09-24 7:29
1417,0,<Default>,04-10-24,7:30,8:00,B65F18160000M0,"PIPE,1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,2263,160,PCS,,,2,6033,40,,Y0B766710731103,Unprinted,-,Unprinted,,,19-09-24 7:29
1418,0,<Default>,04-10-24,7:30,8:00,B65F2211000080,COVER,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1748,240,PCS,,,2,6011,40,,Y0B766710730163,Unprinted,-,Unprinted,,,19-09-24 7:29
1419,0,<Default>,04-10-24,7:30,8:00,B65F3123000080,"COVER,UNDER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,3348,720,PCS,,,2,6011,40,,Y0B766710730448,Unprinted,-,Unprinted,,,19-09-24 7:29
1420,0,<Default>,04-10-24,7:30,8:00,B65F312G000080,"PLUG,HOLE",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1737,600,PCS,,,2,6011,40,,Y0B766710730357,Unprinted,-,Unprinted,,,19-09-24 7:29
1421,0,<Default>,04-10-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1860,840,PCS,,,2,6011,40,,Y0B766710730293,Unprinted,-,Unprinted,,,19-09-24 7:29
1422,0,<Default>,04-10-24,7:30,8:00,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,2214,120,PCS,,,2,6011,40,,Y0B766710730853,Unprinted,-,Unprinted,,,19-09-24 7:29
1423,0,<Default>,04-10-24,7:30,8:00,B6HF1621100080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,859,800,PCS,,,2,6011,40,,Y0B766710732560,Unprinted,-,Unprinted,,,19-09-24 7:29
1424,0,<Default>,04-10-24,7:30,8:00,BBPF8349000080,CAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1239,160,PCS,,,2,6011,40,,Y0B766710731954,Unprinted,-,Unprinted,,,19-09-24 7:29
1425,0,<Default>,04-10-24,7:30,8:00,BBPH2351000080,"TUBE,CORD 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1239,160,PCS,,,2,6011,40,,Y0B766710732030,Unprinted,-,Unprinted,,,19-09-24 7:29
1426,0,<Default>,04-10-24,7:30,8:00,BBPH5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1060,600,PCS,,,2,6011,40,,Y0B766710731848,Unprinted,-,Unprinted,,,19-09-24 7:29
1427,0,<Default>,04-10-24,7:30,8:30,1EGE81130200M0,"COVER,SHIFT PEDAL",7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,453,700,PCS,,,2,,100,,Y0B766710732829,Unprinted,-,Unprinted,,,19-09-24 7:29
1428,0,<Default>,04-10-24,7:30,8:30,1FDH5546100080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,1015,100,PCS,,,2,6011,50,,Y0B766710730111,Unprinted,-,Unprinted,,,19-09-24 7:29
1429,0,<Default>,04-10-24,7:30,8:30,B3MH1662000080,"COVER,CONNECTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,375,400,PCS,,,2,,50,,Y0B766710731708,Unprinted,-,Unprinted,,,19-09-24 7:29
1430,0,<Default>,04-10-24,7:30,8:30,B74F483H000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,127,400,PCS,,,2,6011,100,,Y0B766710730498,Unprinted,-,Unprinted,,,19-09-24 7:29
1431,0,<Default>,04-10-24,7:30,8:30,1WDH21310000M0,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,493,40,PCS,,,2,6011,40,,Y0B766710731251,Unprinted,-,Unprinted,,,19-09-24 7:29
1432,0,<Default>,04-10-24,7:30,8:30,2DPE5495000080,"SEAL,PROTECTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,3372,120,PCS,,,2,6011,40,,Y0B766710729854,Unprinted,-,Unprinted,,,19-09-24 7:29
1433,0,<Default>,04-10-24,7:30,8:30,4YYF7114000080,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2900,40,PCS,,,2,6011,40,,Y0B766710729092,Unprinted,-,Unprinted,,,19-09-24 7:29
1434,0,<Default>,04-10-24,7:30,8:30,B5DF465B000080,"CAP,ROTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1563,120,PCS,,,2,6011,40,,Y0B766710731325,Unprinted,-,Unprinted,,,19-09-24 7:29
1435,0,<Default>,04-10-24,7:30,8:30,B5XH2591000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,980,40,PCS,,,2,6011,40,,Y0B766710731777,Unprinted,-,Unprinted,,,19-09-24 7:29
1436,0,<Default>,04-10-24,7:30,8:30,B65F3123000080,"COVER,UNDER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,3056,160,PCS,,,2,6011,40,,Y0B766710730384,Unprinted,-,Unprinted,,,19-09-24 7:29
1437,0,<Default>,04-10-24,7:30,8:30,B65F3415000080,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1370,120,PCS,,,2,6011,40,,Y0B766710730205,Unprinted,-,Unprinted,,,19-09-24 7:29
1438,0,<Default>,04-10-24,7:30,8:30,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2885,160,PCS,,,2,,40,,Y0B766710730725,Unprinted,-,Unprinted,,,19-09-24 7:29
1439,0,<Default>,04-10-24,7:30,8:30,B6HF1621100080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,761,120,PCS,,,2,6011,40,,Y0B766710732486,Unprinted,-,Unprinted,,,19-09-24 7:29
1440,0,<Default>,04-10-24,7:30,8:30,B6HF312G000080,"PLUG,HOLE",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1796,120,PCS,,,2,6011,40,,Y0B766710731563,Unprinted,-,Unprinted,,,19-09-24 7:29
1441,0,<Default>,04-10-24,7:30,8:30,B74E53730000M0,"PIPE,BREATHER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1431,40,PCS,,,2,6011,40,,Y0B766710731271,Unprinted,-,Unprinted,,,19-09-24 7:29
1442,0,<Default>,04-10-24,7:30,8:30,B74F3469000080,"CAP,BOLT",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2169,160,PCS,,,2,6011,40,,Y0B766710730603,Unprinted,-,Unprinted,,,19-09-24 7:29
1443,0,<Default>,04-10-24,7:30,8:30,B74F414A0000M0,"COVER,FILLER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2068,40,PCS,,,2,6033,10,,Y0B766710731158,Unprinted,-,Unprinted,,,19-09-24 7:29
1444,0,<Default>,04-10-24,7:30,8:30,B74F4639000080,"STOPPER,PLATE",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2166,40,PCS,,,2,6011,40,,Y0B766710730659,Unprinted,-,Unprinted,,,19-09-24 7:29
1445,0,<Default>,04-10-24,7:30,8:30,B74F483H000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1335,40,PCS,,,2,6011,40,,Y0B766710730513,Unprinted,-,Unprinted,,,19-09-24 7:29
1446,0,<Default>,04-10-24,7:30,8:30,B74F8175000080,"TOOL,HOLDER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2228,40,PCS,,,2,6011,40,,Y0B766710730691,Unprinted,-,Unprinted,,,19-09-24 7:29
1447,0,<Default>,04-10-24,7:30,8:30,B74H2131000080,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2087,40,PCS,,,2,6011,20,,Y0B766710730559,Unprinted,-,Unprinted,,,19-09-24 7:29
1448,0,<Default>,04-10-24,7:30,8:30,BGJH252U000080,COVER,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,94,40,PCS,,,2,6033,40,,Y0B766710732173,Unprinted,-,Unprinted,,,19-09-24 7:29
1449,0,<Default>,04-10-24,7:30,8:30,BKAF4317000080,"PIPE,7",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,64,40,PCS,,,2,6011,20,,Y0B766710732756,Unprinted,-,Unprinted,,,19-09-24 7:29
1450,0,<Default>,04-10-24,7:30,8:30,BKAF4785000080,MOLE,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,521,40,PCS,,,2,6033,20,,Y0B766710732712,Unprinted,-,Unprinted,,,19-09-24 7:29
1451,0,<Default>,04-10-24,7:30,8:30,B74E11660000M0,"PIPE,BREATHER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,590C,Depo Global Engine,P9CB,,3172,160,PCS,,,2,6033,40,,Y0B766710731233,Unprinted,-,Unprinted,,,19-09-24 7:29
1452,0,<Default>,04-10-24,7:30,8:30,B65F414A010080,"COVER,FILLER",7667,PT. CATURINDO AGUNGJAYA RUBBER,690C,Depo Central Manufacturing,MT04,Steel painting,2359,520,PCS,,,2,Plastic Cont.,20,,Y0B766710732211,Unprinted,-,Unprinted,,,19-09-24 7:29
1453,0,<Default>,04-10-24,9:00,9:30,903880880300M0,DAMPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BA,PF Logistics ( Attached Parts),239,40,PCS,,,2,,400,,Y0B766710731433,Unprinted,-,Unprinted,,,19-09-24 7:29
1454,0,<Default>,04-10-24,9:00,9:30,9.04801E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,590D,Depo Global Manufacturing,P9DC,,4111,232,PCS,,Q-SPEC-L,2,6011,1920,,Y0B766710729419,Unprinted,-,Unprinted,,,19-09-24 7:29
1455,0,<Default>,04-10-24,9:00,10:00,904801339800M2,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,5301,Steel Paint,P9DI,,1149,160,PCS,,,2,6011,1920,,Y0B766710729481,Unprinted,-,Unprinted,,,19-09-24 7:29
1456,0,<Default>,04-10-24,9:00,10:00,1EGE81130200M0,"COVER,SHIFT PEDAL",7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92A,PF Depo Local Small parts,357,200,PCS,,,2,,100,,Y0B766710732840,Unprinted,-,Unprinted,,,19-09-24 7:29
1457,0,<Default>,04-10-24,9:00,10:00,3C1H21310000M0,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92A,PF Depo Local Small parts,1508,100,PCS,,,2,6011,400,,Y0B766710731056,Unprinted,-,Unprinted,,,19-09-24 7:29
1458,0,<Default>,04-10-24,9:00,10:00,902022614200M3,WASHER PLAIN,7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92A,PF Depo Local Small parts,4433,100,PCS,,,2,6011,2400,,Y0B766710729248,Unprinted,-,Unprinted,,,19-09-24 7:29
1459,0,<Default>,04-10-24,9:00,10:00,9.04452E+13,HOSE,7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92A,PF Depo Local Small parts,1787,100,PCS,,,2,6011,400,,Y0B766710730886,Unprinted,-,Unprinted,,,19-09-24 7:29
1460,0,<Default>,04-10-24,9:00,10:00,9.048E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92A,PF Depo Local Small parts,4489,100,PCS,,,2,6011,600,,Y0B766710729339,Unprinted,-,Unprinted,,,19-09-24 7:29
1461,0,<Default>,04-10-24,9:00,10:00,9.04801E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92A,PF Depo Local Small parts,1168,400,PCS,,Q-SPEC-L,2,6011,2400,,Y0B766710729383,Unprinted,-,Unprinted,,,19-09-24 7:29
1462,0,<Default>,04-10-24,9:00,10:00,904801300100M0,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92A,PF Depo Local Small parts,2146,600,PCS,,,2,6011,1800,,Y0B766710730068,Unprinted,-,Unprinted,,,19-09-24 7:29
