SEQ,Shipping Location Code,Shipping Location Name,Delivery Due Date,Delivery Time (From),Delivery Time (To),Item Number,Item Name,Supplier Code,Supplier Name,User Code,User Name,P/F,P/F Name,Order No.,Order Quantity,Unit,Production Classification,Color,Item Class,Packing Name,Packing Capacity,Pickup,Delivery Slip No.,Delivery Slip & Receipt Card Print Date,Inspection Report Print Date,Item Card Print Date,Original Item Code,Supplier Information,Output date
2833,0,<Default>,10-10-24,7:30,8:00,B9TH2314000080,"COVER,IGNITION COIL",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,915,40,PCS,,,2,6011,800,,Y0B766710730930,Unprinted,-,Unprinted,,,19-09-24 7:29
2834,0,<Default>,10-10-24,7:30,8:00,B9TH2314100080,"COVER,IGNITION COIL",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,915,40,PCS,,,2,6011,800,,Y0B766710730934,Unprinted,-,Unprinted,,,19-09-24 7:29
2835,0,<Default>,10-10-24,7:30,8:00,BDJH2131000080,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,62,40,PCS,,,2,,40,,Y0B766710732285,Unprinted,-,Unprinted,,,19-09-24 7:29
2836,0,<Default>,10-10-24,7:30,8:00,BKAF4317000080,"PIPE,7",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,905,80,PCS,,,2,6011,40,,Y0B766710732778,Unprinted,-,Unprinted,,,19-09-24 7:29
2837,0,<Default>,10-10-24,7:30,8:00,BKAF4785000080,MOLE,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,946,120,PCS,,,2,6033,40,,Y0B766710732743,Unprinted,-,Unprinted,,,19-09-24 7:29
2838,0,<Default>,10-10-24,7:30,8:00,BLSF1521000080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,209,120,PCS,,,2,6011,240,,Y0B766710732961,Unprinted,-,Unprinted,,,19-09-24 7:29
2839,0,<Default>,10-10-24,7:30,8:00,BLSF1621000080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,209,120,PCS,,,2,6011,120,,Y0B766710732925,Unprinted,-,Unprinted,,,19-09-24 7:29
2840,0,<Default>,10-10-24,7:30,8:00,BRAF163F000080,"COVER,3",7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,62,40,PCS,,,2,6033,40,,Y0B766710733001,Unprinted,-,Unprinted,,,19-09-24 7:29
2841,0,<Default>,10-10-24,7:30,8:00,BRAH5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,590B,Depo Global Body,P9BB,,62,40,PCS,,,2,6033,40,,Y0B766710733056,Unprinted,-,Unprinted,,,19-09-24 7:29
2842,0,<Default>,10-10-24,7:30,8:00,2PHF71140000M0,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,6422,80,PCS,,,2,6011,100,,Y0B766710729790,Unprinted,-,Unprinted,,,19-09-24 7:29
2843,0,<Default>,10-10-24,7:30,8:00,2SUF811G000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,1406,200,PCS,,,2,,600,,Y0B766710730092,Unprinted,-,Unprinted,,,19-09-24 7:29
2844,0,<Default>,10-10-24,7:30,8:00,2SUH5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,2745,200,PCS,,,2,6011,100,,Y0B766710729770,Unprinted,-,Unprinted,,,19-09-24 7:29
2845,0,<Default>,10-10-24,7:30,8:00,54PF3415000080,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,2930,100,PCS,,,2,,200,,Y0B766710729192,Unprinted,-,Unprinted,,,19-09-24 7:29
2846,0,<Default>,10-10-24,7:30,8:00,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,1114,100,PCS,,,2,6011,400,,Y0B766710730799,Unprinted,-,Unprinted,,,19-09-24 7:29
2847,0,<Default>,10-10-24,7:30,8:00,BBPF8349000080,CAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,978,100,PCS,,,2,6011,1900,,Y0B766710731895,Unprinted,-,Unprinted,,,19-09-24 7:29
2848,0,<Default>,10-10-24,7:30,8:00,BEJE5373000080,"PIPE,BREATHER",7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,1390,200,PCS,,,2,6011,400,,Y0B766710732344,Unprinted,-,Unprinted,,,19-09-24 7:29
2849,0,<Default>,10-10-24,7:30,8:00,BJMF1621000080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,917,100,PCS,,,2,6033,50,,Y0B766710732663,Unprinted,-,Unprinted,,,19-09-24 7:29
2850,0,<Default>,10-10-24,7:30,8:00,BJMF465B000080,"CAP,ROTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,781,100,PCS,,,2,6033,400,,Y0B766710732634,Unprinted,-,Unprinted,,,19-09-24 7:29
2851,0,<Default>,10-10-24,7:30,8:00,BJMH2155000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,590,100,PCS,,,2,6011,100,,Y0B766710732686,Unprinted,-,Unprinted,,,19-09-24 7:29
2852,0,<Default>,10-10-24,7:30,8:00,BJMH2592000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,6111,Body Assy #2,MA02,Body Assy Medium Parts,781,100,PCS,,,2,6011,800,,Y0B766710732593,Unprinted,-,Unprinted,,,19-09-24 7:29
2853,0,<Default>,10-10-24,7:30,8:00,2DPE5495000080,"SEAL,PROTECTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,2028,720,PCS,,,2,6011,40,,Y0B766710729949,Unprinted,-,Unprinted,,,19-09-24 7:29
2854,0,<Default>,10-10-24,7:30,8:00,2PHE3593010080,DAMPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,834,20,PCS,,,2,6011,40,,Y0B766710732470,Unprinted,-,Unprinted,,,19-09-24 7:29
2855,0,<Default>,10-10-24,7:30,8:00,2PHF62570000M0,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1356,20,PCS,,,2,6011,40,,Y0B766710729838,Unprinted,-,Unprinted,,,19-09-24 7:29
2856,0,<Default>,10-10-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1436,160,PCS,,,2,6011,40,,Y0B766710731420,Unprinted,-,Unprinted,,,19-09-24 7:29
2857,0,<Default>,10-10-24,7:30,8:00,B65F18160000M0,"PIPE,1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,2279,160,PCS,,,2,6033,40,,Y0B766710731119,Unprinted,-,Unprinted,,,19-09-24 7:29
2858,0,<Default>,10-10-24,7:30,8:00,B65F2211000080,COVER,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1764,240,PCS,,,2,6011,40,,Y0B766710730179,Unprinted,-,Unprinted,,,19-09-24 7:29
2859,0,<Default>,10-10-24,7:30,8:00,B65F3123000080,"COVER,UNDER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,3368,720,PCS,,,2,6011,40,,Y0B766710730468,Unprinted,-,Unprinted,,,19-09-24 7:29
2860,0,<Default>,10-10-24,7:30,8:00,B65F312G000080,"PLUG,HOLE",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1745,760,PCS,,,2,6011,40,,Y0B766710730365,Unprinted,-,Unprinted,,,19-09-24 7:29
2861,0,<Default>,10-10-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1868,680,PCS,,,2,6011,40,,Y0B766710730301,Unprinted,-,Unprinted,,,19-09-24 7:29
2862,0,<Default>,10-10-24,7:30,8:00,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,2226,120,PCS,,,2,6011,40,,Y0B766710730865,Unprinted,-,Unprinted,,,19-09-24 7:29
2863,0,<Default>,10-10-24,7:30,8:00,B6HF1621100080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,867,640,PCS,,,2,6011,40,,Y0B766710732568,Unprinted,-,Unprinted,,,19-09-24 7:29
2864,0,<Default>,10-10-24,7:30,8:00,BBPF8349000080,CAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1255,160,PCS,,,2,6011,40,,Y0B766710731970,Unprinted,-,Unprinted,,,19-09-24 7:29
2865,0,<Default>,10-10-24,7:30,8:00,BBPH2351000080,"TUBE,CORD 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1255,160,PCS,,,2,6011,40,,Y0B766710732046,Unprinted,-,Unprinted,,,19-09-24 7:29
2866,0,<Default>,10-10-24,7:30,8:00,BBPH5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,690G,Depo Body Assy #2,MA02,Body Assy Medium Parts,1068,760,PCS,,,2,6011,40,,Y0B766710731856,Unprinted,-,Unprinted,,,19-09-24 7:29
2867,0,<Default>,10-10-24,7:30,8:30,1EGE81130200M0,"COVER,SHIFT PEDAL",7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,457,300,PCS,,,2,,100,,Y0B766710732833,Unprinted,-,Unprinted,,,19-09-24 7:29
2868,0,<Default>,10-10-24,7:30,8:30,1FDH5546100080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,1019,100,PCS,,,2,6011,50,,Y0B766710730115,Unprinted,-,Unprinted,,,19-09-24 7:29
2869,0,<Default>,10-10-24,7:30,8:30,B3MH1662000080,"COVER,CONNECTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,378,100,PCS,,,2,,50,,Y0B766710731711,Unprinted,-,Unprinted,,,19-09-24 7:29
2870,0,<Default>,10-10-24,7:30,8:30,B74F483H000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,131,700,PCS,,,2,6011,100,,Y0B766710730502,Unprinted,-,Unprinted,,,19-09-24 7:29
2871,0,<Default>,10-10-24,7:30,8:30,2DPE5495000080,"SEAL,PROTECTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,3381,120,PCS,,,2,6011,40,,Y0B766710729863,Unprinted,-,Unprinted,,,19-09-24 7:29
2872,0,<Default>,10-10-24,7:30,8:30,4YYF7114000080,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2905,40,PCS,,,2,6011,40,,Y0B766710729097,Unprinted,-,Unprinted,,,19-09-24 7:29
2873,0,<Default>,10-10-24,7:30,8:30,B5DF465B000080,"CAP,ROTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1569,240,PCS,,,2,6011,40,,Y0B766710731331,Unprinted,-,Unprinted,,,19-09-24 7:29
2874,0,<Default>,10-10-24,7:30,8:30,B5XH2591000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,985,40,PCS,,,2,6011,40,,Y0B766710731782,Unprinted,-,Unprinted,,,19-09-24 7:29
2875,0,<Default>,10-10-24,7:30,8:30,B65F3123000080,"COVER,UNDER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,3067,280,PCS,,,2,6011,40,,Y0B766710730395,Unprinted,-,Unprinted,,,19-09-24 7:29
2876,0,<Default>,10-10-24,7:30,8:30,B65F3415000080,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1379,120,PCS,,,2,6011,40,,Y0B766710730214,Unprinted,-,Unprinted,,,19-09-24 7:29
2877,0,<Default>,10-10-24,7:30,8:30,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2892,160,PCS,,,2,,40,,Y0B766710730732,Unprinted,-,Unprinted,,,19-09-24 7:29
2878,0,<Default>,10-10-24,7:30,8:30,B6HF1621100080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,770,120,PCS,,,2,6011,40,,Y0B766710732495,Unprinted,-,Unprinted,,,19-09-24 7:29
2879,0,<Default>,10-10-24,7:30,8:30,B6HF247C000080,"HOSE,3",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,838,240,PCS,,,2,,40,,Y0B766710731765,Unprinted,-,Unprinted,,,19-09-24 7:29
2880,0,<Default>,10-10-24,7:30,8:30,B6HF312G000080,"PLUG,HOLE",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1805,240,PCS,,,2,6011,40,,Y0B766710731572,Unprinted,-,Unprinted,,,19-09-24 7:29
2881,0,<Default>,10-10-24,7:30,8:30,B74E53730000M0,"PIPE,BREATHER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1433,80,PCS,,,2,6011,40,,Y0B766710731273,Unprinted,-,Unprinted,,,19-09-24 7:29
2882,0,<Default>,10-10-24,7:30,8:30,B74F3469000080,"CAP,BOLT",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2174,160,PCS,,,2,6011,40,,Y0B766710730608,Unprinted,-,Unprinted,,,19-09-24 7:29
2883,0,<Default>,10-10-24,7:30,8:30,B74F414A0000M0,"COVER,FILLER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2074,40,PCS,,,2,6033,10,,Y0B766710731164,Unprinted,-,Unprinted,,,19-09-24 7:29
2884,0,<Default>,10-10-24,7:30,8:30,B74F4639000080,"STOPPER,PLATE",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2171,40,PCS,,,2,6011,40,,Y0B766710730664,Unprinted,-,Unprinted,,,19-09-24 7:29
2885,0,<Default>,10-10-24,7:30,8:30,B74F483H000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1341,40,PCS,,,2,6011,40,,Y0B766710730519,Unprinted,-,Unprinted,,,19-09-24 7:29
2886,0,<Default>,10-10-24,7:30,8:30,B74F8175000080,"TOOL,HOLDER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2234,40,PCS,,,2,6011,40,,Y0B766710730697,Unprinted,-,Unprinted,,,19-09-24 7:29
2887,0,<Default>,10-10-24,7:30,8:30,B74H2131000080,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2092,40,PCS,,,2,6011,20,,Y0B766710730564,Unprinted,-,Unprinted,,,19-09-24 7:29
2888,0,<Default>,10-10-24,7:30,8:30,BBPE443E000080,"PIPE,DRAIN",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,438,120,PCS,,,2,,40,,Y0B766710732083,Unprinted,-,Unprinted,,,19-09-24 7:29
2889,0,<Default>,10-10-24,7:30,8:30,BKAF4317000080,"PIPE,7",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,67,40,PCS,,,2,6011,20,,Y0B766710732759,Unprinted,-,Unprinted,,,19-09-24 7:29
2890,0,<Default>,10-10-24,7:30,8:30,BKAF4785000080,MOLE,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,527,40,PCS,,,2,6033,20,,Y0B766710732718,Unprinted,-,Unprinted,,,19-09-24 7:29
2891,0,<Default>,10-10-24,7:30,8:30,BLSF838M000080,"SEAL,BOX 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,54,120,PCS,,,2,2033,40,,Y0B766710733149,Unprinted,-,Unprinted,,,19-09-24 7:29
2892,0,<Default>,10-10-24,7:30,8:30,B74E11660000M0,"PIPE,BREATHER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,590C,Depo Global Engine,P9CB,,3180,120,PCS,,,2,6033,40,,Y0B766710731241,Unprinted,-,Unprinted,,,19-09-24 7:29
2893,0,<Default>,10-10-24,7:30,8:30,B65F414A010080,"COVER,FILLER",7667,PT. CATURINDO AGUNGJAYA RUBBER,690C,Depo Central Manufacturing,MT04,Steel painting,2371,680,PCS,,,2,Plastic Cont.,20,,Y0B766710732223,Unprinted,-,Unprinted,,,19-09-24 7:29
2894,0,<Default>,10-10-24,9:00,9:30,9.04801E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,590D,Depo Global Manufacturing,P9DC,,4119,72,PCS,,Q-SPEC-L,2,6011,1920,,Y0B766710729427,Unprinted,-,Unprinted,,,19-09-24 7:29
2895,0,<Default>,10-10-24,9:00,10:00,902022614200M3,WASHER PLAIN,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,SMAL,PF Small Part Packing,3454,40,PCS,,,2,6011,40,,Y0B766710729234,Unprinted,-,Unprinted,,,19-09-24 7:29
2896,0,<Default>,10-10-24,9:00,10:00,904801339800M2,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,5301,Steel Paint,P9DI,,1157,160,PCS,,,2,6011,1920,,Y0B766710729489,Unprinted,-,Unprinted,,,19-09-24 7:29
2897,0,<Default>,10-10-24,9:00,10:00,1EGE81130200M0,"COVER,SHIFT PEDAL",7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92A,PF Depo Local Small parts,361,200,PCS,,,2,,100,,Y0B766710732844,Unprinted,-,Unprinted,,,19-09-24 7:29
2898,0,<Default>,10-10-24,9:00,10:00,904801300100M0,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,5902,DEPO Local B/D,P92A,PF Depo Local Small parts,2150,1200,PCS,,,2,6011,1800,,Y0B766710730072,Unprinted,-,Unprinted,,,19-09-24 7:29
2899,0,<Default>,10-10-24,9:00,10:00,BBPE443E000080,"PIPE,DRAIN",7667,PT. CATURINDO AGUNGJAYA RUBBER,590C,Depo Global Engine,P9CA,PF Printing,1243,80,PCS,,,2,6011,600,,Y0B766710732104,Unprinted,-,Unprinted,,,19-09-24 7:29
2900,0,<Default>,10-10-24,9:00,10:00,2DPE5495000080,"SEAL,PROTECTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),FA03,B/D Assy Small parts,1545,360,PCS,,,2,6011,40,,Y0B766710729902,Unprinted,-,Unprinted,,,19-09-24 7:29
2901,0,<Default>,10-10-24,9:00,10:00,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),FA03,B/D Assy Small parts,1359,200,PCS,,,2,6011,40,,Y0B766710730832,Unprinted,-,Unprinted,,,19-09-24 7:29
2902,0,<Default>,10-10-24,9:00,10:00,902022614200M3,WASHER PLAIN,7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),FAA3,,1540,160,PCS,,,2,6011,40,,Y0B766710729283,Unprinted,-,Unprinted,,,19-09-24 7:29
2903,0,<Default>,10-10-24,9:00,10:00,B65F414A010080,"COVER,FILLER",7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1157,280,PCS,,,2,Plastic Cont.,20,,Y0B766710732254,Unprinted,-,Unprinted,,,19-09-24 7:29
2904,0,<Default>,10-10-24,10:30,11:00,4YYF7114000080,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2906,80,PCS,,,2,6011,40,,Y0B766710729098,Unprinted,-,Unprinted,,,19-09-24 7:29
2905,0,<Default>,10-10-24,10:30,11:00,B65F3123000080,"COVER,UNDER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,3068,160,PCS,,,2,6011,40,,Y0B766710730396,Unprinted,-,Unprinted,,,19-09-24 7:29
2906,0,<Default>,10-10-24,10:30,11:00,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2893,80,PCS,,,2,,40,,Y0B766710730733,Unprinted,-,Unprinted,,,19-09-24 7:29
2907,0,<Default>,10-10-24,10:30,11:00,B74F1621000080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1820,80,PCS,,,2,6011,40,,Y0B766710730635,Unprinted,-,Unprinted,,,19-09-24 7:29
2908,0,<Default>,10-10-24,10:30,11:00,B74F3469000080,"CAP,BOLT",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2175,320,PCS,,,2,6011,40,,Y0B766710730609,Unprinted,-,Unprinted,,,19-09-24 7:29
2909,0,<Default>,10-10-24,10:30,11:00,B74F414A0000M0,"COVER,FILLER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2075,120,PCS,,,2,6033,10,,Y0B766710731165,Unprinted,-,Unprinted,,,19-09-24 7:29
2910,0,<Default>,10-10-24,10:30,11:00,B74F4639000080,"STOPPER,PLATE",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2172,80,PCS,,,2,6011,40,,Y0B766710730665,Unprinted,-,Unprinted,,,19-09-24 7:29
2911,0,<Default>,10-10-24,10:30,11:00,B74F483H000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1342,80,PCS,,,2,6011,40,,Y0B766710730520,Unprinted,-,Unprinted,,,19-09-24 7:29
2912,0,<Default>,10-10-24,10:30,11:00,B74F8175000080,"TOOL,HOLDER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2235,120,PCS,,,2,6011,40,,Y0B766710730698,Unprinted,-,Unprinted,,,19-09-24 7:29
2913,0,<Default>,10-10-24,10:30,11:00,B74H2131000080,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2093,80,PCS,,,2,6011,20,,Y0B766710730565,Unprinted,-,Unprinted,,,19-09-24 7:29
2914,0,<Default>,10-10-24,10:30,11:00,BKAF4785000080,MOLE,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,528,120,PCS,,,2,6033,20,,Y0B766710732719,Unprinted,-,Unprinted,,,19-09-24 7:29
2915,0,<Default>,10-10-24,10:30,11:00,B74E11660000M0,"PIPE,BREATHER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,590C,Depo Global Engine,P9CB,,3181,280,PCS,,,2,6033,40,,Y0B766710731242,Unprinted,-,Unprinted,,,19-09-24 7:29
2916,0,<Default>,10-10-24,10:30,11:00,B65F414A010080,"COVER,FILLER",7667,PT. CATURINDO AGUNGJAYA RUBBER,690C,Depo Central Manufacturing,MT04,Steel painting,2372,40,PCS,,,2,Plastic Cont.,20,,Y0B766710732224,Unprinted,-,Unprinted,,,19-09-24 7:29
2917,0,<Default>,10-10-24,10:00,11:30,1KPH2176000080,DAMPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,6909,Depo Body Export,FA03,B/D Assy Small parts,2474,400,PCS,,,2,6011,100,,Y0B766710729024,Unprinted,-,Unprinted,,,19-09-24 7:29
2918,0,<Default>,10-10-24,10:00,11:30,2PHE3593010080,DAMPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,6909,Depo Body Export,FAA3,,1153,400,PCS,,,2,6011,100,,Y0B766710732446,Unprinted,-,Unprinted,,,19-09-24 7:29
2919,0,<Default>,10-10-24,10:00,11:30,4YYF7114000080,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1256,360,PCS,,,2,6011,40,,Y0B766710729159,Unprinted,-,Unprinted,,,19-09-24 7:29
2920,0,<Default>,10-10-24,10:00,11:30,B65F18160000M0,"PIPE,1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1256,360,PCS,,,2,6033,40,,Y0B766710731079,Unprinted,-,Unprinted,,,19-09-24 7:29
2921,0,<Default>,10-10-24,10:00,11:30,B65F312G000080,"PLUG,HOLE",7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1256,360,PCS,,,2,6011,40,,Y0B766710730339,Unprinted,-,Unprinted,,,19-09-24 7:29
2922,0,<Default>,10-10-24,10:00,11:30,BBPF8349000080,CAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1256,360,PCS,,,2,6011,40,,Y0B766710731930,Unprinted,-,Unprinted,,,19-09-24 7:29
2923,0,<Default>,10-10-24,10:00,11:30,BBPH2351000080,"TUBE,CORD 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1256,360,PCS,,,2,6011,40,,Y0B766710732006,Unprinted,-,Unprinted,,,19-09-24 7:29
2924,0,<Default>,10-10-24,10:00,11:30,BBPH5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1256,360,PCS,,,2,6011,40,,Y0B766710731830,Unprinted,-,Unprinted,,,19-09-24 7:29
2925,0,<Default>,10-10-24,10:00,11:30,9.04801E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),SBKM,,634,200,PCS,,,2,,40,,Y0B766710729595,Unprinted,-,Unprinted,,,19-09-24 7:29
