SEQ,Delivery Due Date,Delivery Time (From),Delivery Time (To),Item Number,Item Name,User Code,Order No.,Order Quantity,Unit
1959,06-09-24,19:30,20:30,BBPF8349000080,CAP,6111,921,200,PCS
1960,06-09-24,19:30,20:30,BEJE5373000080,"PIPE,BREATHER",6111,1294,200,PCS
1961,06-09-24,19:30,20:30,2DPE5495000080,"SEAL,PROTECTOR",690G,1911,320,PCS
1962,06-09-24,19:30,20:30,B65F3123000080,"COVER,UNDER 1",690G,3251,320,PCS
1963,06-09-24,19:30,20:30,B65H5546000080,BAND,690G,2145,120,PCS
1964,06-09-24,19:30,20:30,B6HF1621100080,FLAP,690G,787,240,PCS
1965,06-09-24,22:00,22:30,2PHF71140000M0,STOPPER,6111,6353,200,PCS
1966,06-09-24,22:00,22:30,54PF3415000080,"COVER,BALL RACE 1",6111,2892,100,PCS
1967,06-09-24,22:00,22:30,2DPE5495000080,"SEAL,PROTECTOR",690G,1912,320,PCS
1968,06-09-24,22:00,22:30,B65F18160000M0,"PIPE,1",690G,2186,160,PCS
1969,06-09-24,22:00,22:30,B65F2211000080,COVER,690G,1671,160,PCS
1970,06-09-24,22:00,22:30,B65F3123000080,"COVER,UNDER 1",690G,3252,320,PCS
1971,06-09-24,22:00,22:30,B65H5546000080,BAND,690G,2146,120,PCS
1972,06-09-24,22:00,22:30,B6HF1621100080,FLAP,690G,788,160,PCS
1973,06-09-24,22:00,22:30,BBPF8349000080,CAP,690G,1162,120,PCS
1974,06-09-24,22:00,22:30,BBPH2351000080,"TUBE,CORD 1",690G,1162,120,PCS
1975,06-09-24,22:00,22:30,BPNH2351000080,"TUBE,CORD 1",690G,184,40,PCS
1976,07-09-24,,,B74F483H000080,BAND,5202,14,200,PCS
1977,07-09-24,7:30,8:30,2DPE5495000080,"SEAL,PROTECTOR",5207,3334,160,PCS
1978,07-09-24,7:30,8:30,B5DF465B000080,"CAP,ROTOR",5207,1535,160,PCS
1979,07-09-24,7:30,8:30,B65F3123000080,"COVER,UNDER 1",5207,3013,160,PCS
1980,07-09-24,7:30,8:30,B65F3415000080,"COVER,BALL RACE 1",5207,1341,160,PCS
1981,07-09-24,7:30,8:30,B65H5546000080,BAND,5207,2849,160,PCS
1982,07-09-24,7:30,8:30,B6HF1621100080,FLAP,5207,732,160,PCS
1983,07-09-24,7:30,8:30,B6HF312G000080,"PLUG,HOLE",5207,1763,160,PCS
1984,07-09-24,9:00,10:00,904801548300M0,GROMMET,5207,1093,40,PCS
1985,07-09-24,9:00,10:00,2DPE5495000080,"SEAL,PROTECTOR",690E,1495,760,PCS
1986,07-09-24,9:00,10:00,B65H5546000080,BAND,690E,1313,680,PCS
1987,07-09-24,9:00,10:00,B6HF312G000080,"PLUG,HOLE",690E,1219,280,PCS
1988,07-09-24,9:00,10:00,902022614200M3,WASHER PLAIN,690E,1490,520,PCS
1989,07-09-24,9:00,10:00,B65F414A010080,"COVER,FILLER",690E,1108,280,PCS
1990,07-09-24,10:30,11:00,1PAF1717000080,"DAMPER,SIDE COVER",5201,453,100,PCS
1991,07-09-24,10:30,11:00,B8DH2131000080,"BAND,BATTERY",5201,533,100,PCS
1992,07-09-24,10:30,11:00,B8DH5546100080,BAND,5201,157,100,PCS
1993,07-09-24,10:30,11:00,BDJE3767000080,"CAP,INJECTOR",5201,203,100,PCS
1994,07-09-24,10:30,11:00,BK6F23270000M0,"GUARD,MUD 1",5201,375,100,PCS
1995,07-09-24,10:30,11:00,BK6F247A010080,"HOSE,1",5201,434,100,PCS
1996,07-09-24,10:30,11:00,2DPE5495000080,"SEAL,PROTECTOR",5207,3335,40,PCS
1997,07-09-24,10:30,11:00,4YYF7114000080,STOPPER,5207,2862,120,PCS
1998,07-09-24,10:30,11:00,B5XH2591000080,BAND,5207,945,40,PCS
1999,07-09-24,10:30,11:00,B65F3123000080,"COVER,UNDER 1",5207,3014,120,PCS
2000,07-09-24,10:30,11:00,B65H5546000080,BAND,5207,2850,120,PCS
2001,07-09-24,10:30,11:00,B74F1621000080,FLAP,5207,1800,40,PCS
2002,07-09-24,10:30,11:00,B74F3469000080,"CAP,BOLT",5207,2135,480,PCS
2003,07-09-24,10:30,11:00,B74F414A0000M0,"COVER,FILLER",5207,2031,80,PCS
2004,07-09-24,10:30,11:00,B74F4639000080,"STOPPER,PLATE",5207,2132,120,PCS
2005,07-09-24,10:30,11:00,B74F8175000080,"TOOL,HOLDER",5207,2191,80,PCS
2006,07-09-24,10:30,11:00,B74H2131000080,"BAND,BATTERY",5207,2053,120,PCS
2007,07-09-24,10:30,11:00,BKAF4785000080,MOLE,5207,484,80,PCS
2008,07-09-24,10:00,11:30,4YYF7114000080,STOPPER,690E,1207,480,PCS
2009,07-09-24,10:00,11:30,B65F18160000M0,"PIPE,1",690E,1207,480,PCS
2010,07-09-24,10:00,11:30,B65F312G000080,"PLUG,HOLE",690E,1207,480,PCS
2011,07-09-24,10:00,11:30,BBPF8349000080,CAP,690E,1207,480,PCS
2012,07-09-24,10:00,11:30,BBPH2351000080,"TUBE,CORD 1",690E,1207,480,PCS
2013,07-09-24,10:00,11:30,BBPH5546000080,BAND,690E,1207,480,PCS
2014,07-09-24,10:00,11:30,9.04801E+13,GROMMET,690E,601,400,PCS
2015,07-09-24,10:00,13:00,2PHE3593010080,DAMPER,5201,799,300,PCS
2016,07-09-24,10:00,13:00,5LMF34150000M0,"COVER,BALL RACE 1",5201,217,200,PCS
2017,07-09-24,10:00,13:00,902022614200M3,WASHER PLAIN,5201,2298,800,PCS
2018,07-09-24,10:00,13:00,904801062300M0,GROMMET,5201,305,200,PCS
2019,07-09-24,10:00,13:00,9.04801E+13,GROMMET,5201,191,200,PCS
2020,07-09-24,10:00,13:00,9.04801E+13,GROMMET,5201,2531,400,PCS
2021,07-09-24,10:00,13:00,9.04801E+13,GROMMET,5201,322,100,PCS
2022,07-09-24,10:00,13:00,904801339800M2,GROMMET,5201,706,2800,PCS
2023,07-09-24,10:00,13:00,91A200706500M0,"TUBE,FLEXIBLE VINYL",5201,1566,300,PCS
2024,07-09-24,10:00,13:00,903380701800M0,PLUG,5207,35,240,PCS
2025,07-09-24,10:00,13:00,B5DF465B000080,"CAP,ROTOR",690E,866,280,PCS
2026,07-09-24,10:00,13:00,B65F3123000080,"COVER,UNDER 1",690E,980,1000,PCS
2027,07-09-24,10:00,13:00,B65F3415000080,"COVER,BALL RACE 1",690E,909,280,PCS
2028,07-09-24,10:00,13:00,B6HF1621100080,FLAP,690E,617,280,PCS
2029,07-09-24,10:00,13:00,B65F2211000080,COVER,690E,808,960,PCS
2030,07-09-24,16:00,16:30,2PHE5473000080,"DUCT,AIR",5201,1976,300,PCS
2031,07-09-24,16:00,16:30,2PVE2576000080,"HOSE,1",5201,2096,300,PCS
2032,07-09-24,16:00,16:30,2PVH5546100080,BAND,5201,1343,600,PCS
2033,07-09-24,16:00,16:30,54PF3415000080,"COVER,BALL RACE 1",5201,1957,300,PCS
2034,07-09-24,18:00,19:00,1WDF16A2000080,"SEAL,2",5207,1913,40,PCS
2035,07-09-24,18:00,19:00,902022614200M3,WASHER PLAIN,5207,3414,240,PCS
2036,07-09-24,18:00,19:00,2DPE5495000080,"SEAL,PROTECTOR",690E,1496,240,PCS
2037,07-09-24,18:00,19:00,902022614200M3,WASHER PLAIN,690E,1491,240,PCS
2038,07-09-24,17:00,19:00,4YYF7114000080,STOPPER,690E,1208,240,PCS
2039,07-09-24,17:00,19:00,B65F18160000M0,"PIPE,1",690E,1208,240,PCS
2040,07-09-24,17:00,19:00,B65F312G000080,"PLUG,HOLE",690E,1208,240,PCS
2041,07-09-24,18:00,19:00,B65F414A010080,"COVER,FILLER",690E,1109,480,PCS
2042,07-09-24,17:00,19:00,BBPF8349000080,CAP,690E,1208,240,PCS
2043,07-09-24,17:00,19:00,BBPH2351000080,"TUBE,CORD 1",690E,1208,240,PCS
2044,07-09-24,17:00,19:00,BBPH5546000080,BAND,690E,1208,240,PCS
2045,09-09-24,,,B74F483H000080,BAND,5202,15,200,PCS
2046,09-09-24,,,9.04801E+13,GROMMET,5301,830,80,PCS
2047,09-09-24,,,904801339800M2,GROMMET,6312,433,500,PCS
2048,09-09-24,,,5BPF317J100080,"DAMPER,1",7667,K2140,250,PCS
2049,09-09-24,,,5LMF34150000M0,"COVER,BALL RACE 1",7667,J0179,5,PCS
2050,09-09-24,,,5LMF74330000M0,"COVER,REAR FOOTREST",7667,J0172,3,PCS
2051,09-09-24,,,5TLE5373000080,"PIPE,BREATHER",7667,K2916,450,PCS
2052,09-09-24,,,903380701800M0,PLUG,7667,J0074,3,PCS
2053,09-09-24,,,904801205300M1,GROMMET,7667,K1575,50,PCS
2054,09-09-24,,,B65F414A010080,"COVER,FILLER",7667,J0145,9,PCS
2055,09-09-24,7:30,8:00,2PVE2576000080,"HOSE,1",5902,4255,200,PCS
2056,09-09-24,7:30,8:00,2PVH5546100080,BAND,5902,2040,200,PCS
2057,09-09-24,7:30,8:00,45PF53640000M0,DAMPER,5902,2696,800,PCS
2058,09-09-24,7:30,8:00,9.04452E+13,HOSE,5902,2039,200,PCS
2059,09-09-24,7:30,8:00,1WDF2151000080,"SEAL,GUARD",590B,3708,40,PCS
2060,09-09-24,7:30,8:00,1WDH21310000M0,"BAND,BATTERY",590B,2365,40,PCS
2061,09-09-24,7:30,8:00,B04E449E0000M0,"COVER,AIR FILTER",590B,1664,40,PCS
2062,09-09-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",590B,3702,240,PCS
2063,09-09-24,7:30,8:00,B5XH2591000080,BAND,590B,1753,120,PCS
2064,09-09-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",590B,3230,480,PCS
2065,09-09-24,7:30,8:00,B65H5546000080,BAND,590B,5286,360,PCS
2066,09-09-24,7:30,8:00,B6HF1621100080,FLAP,590B,2067,320,PCS
2067,09-09-24,7:30,8:00,B74F483H000080,BAND,590B,3195,120,PCS
2068,09-09-24,7:30,8:00,B74H2131000080,"BAND,BATTERY",590B,3575,120,PCS
2069,09-09-24,7:30,8:00,B9TH2314000080,"COVER,IGNITION COIL",590B,909,40,PCS
2070,09-09-24,7:30,8:00,B9TH2314100080,"COVER,IGNITION COIL",590B,909,40,PCS
2071,09-09-24,7:30,8:00,BKAF4317000080,"PIPE,7",590B,871,120,PCS
2072,09-09-24,7:30,8:00,BKAF4785000080,MOLE,590B,904,120,PCS
2073,09-09-24,7:30,8:00,BLSF1521000080,FLAP,590B,152,160,PCS
2074,09-09-24,7:30,8:00,BLSF1621000080,FLAP,590B,152,160,PCS
2075,09-09-24,7:30,8:00,2PHF3415000080,"COVER,BALL RACE 1",6111,2796,50,PCS
2076,09-09-24,7:30,8:00,2PHF71140000M0,STOPPER,6111,6354,100,PCS
2077,09-09-24,7:30,8:00,2SUF811G000080,BAND,6111,1382,100,PCS
2078,09-09-24,7:30,8:00,2SUH5546000080,BAND,6111,2721,100,PCS
2079,09-09-24,7:30,8:00,54PF3415000080,"COVER,BALL RACE 1",6111,2893,100,PCS
2080,09-09-24,7:30,8:00,B65H5546000080,BAND,6111,1033,200,PCS
2081,09-09-24,7:30,8:00,BEJE5373000080,"PIPE,BREATHER",6111,1295,200,PCS
2082,09-09-24,7:30,8:00,BJMF1621000080,FLAP,6111,856,200,PCS
2083,09-09-24,7:30,8:00,BJMF465B000080,"CAP,ROTOR",6111,720,200,PCS
2084,09-09-24,7:30,8:00,BJMH2155000080,BAND,6111,561,100,PCS
2085,09-09-24,7:30,8:00,BJMH2592000080,BAND,6111,720,200,PCS
2086,09-09-24,7:30,8:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1913,760,PCS
2087,09-09-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",690G,1390,160,PCS
2088,09-09-24,7:30,8:00,B65F18160000M0,"PIPE,1",690G,2187,160,PCS
2089,09-09-24,7:30,8:00,B65F2211000080,COVER,690G,1672,240,PCS
2090,09-09-24,7:30,8:00,B65F3123000080,"COVER,UNDER 1",690G,3253,760,PCS
2091,09-09-24,7:30,8:00,B65F312G000080,"PLUG,HOLE",690G,1699,680,PCS
2092,09-09-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",690G,1822,720,PCS
2093,09-09-24,7:30,8:00,B65H5546000080,BAND,690G,2147,160,PCS
2094,09-09-24,7:30,8:00,B6HF1621100080,FLAP,690G,789,600,PCS
2095,09-09-24,7:30,8:00,BBPF8349000080,CAP,690G,1163,160,PCS
2096,09-09-24,7:30,8:00,BBPH2351000080,"TUBE,CORD 1",690G,1163,160,PCS
2097,09-09-24,7:30,8:00,BBPH5546000080,BAND,690G,1022,680,PCS
2098,09-09-24,7:30,8:30,1EGE81130200M0,"COVER,SHIFT PEDAL",5201,430,700,PCS
2099,09-09-24,7:30,8:30,1FDH5546100080,BAND,5201,997,200,PCS
2100,09-09-24,7:30,8:30,1PAF411J000080,"DAMPER,SIDE COVER",5207,840,40,PCS
2101,09-09-24,7:30,8:30,2DPE5495000080,"SEAL,PROTECTOR",5207,3336,160,PCS
2102,09-09-24,7:30,8:30,2MSF483H000080,BAND,5207,1650,40,PCS
2103,09-09-24,7:30,8:30,45PF1778000080,"DAMPER,LOCATING 1",5207,836,80,PCS
2104,09-09-24,7:30,8:30,B5DF465B000080,"CAP,ROTOR",5207,1536,240,PCS
2105,09-09-24,7:30,8:30,B65F3123000080,"COVER,UNDER 1",5207,3015,240,PCS
2106,09-09-24,7:30,8:30,B65F3415000080,"COVER,BALL RACE 1",5207,1342,160,PCS
2107,09-09-24,7:30,8:30,B65H5546000080,BAND,5207,2851,160,PCS
2108,09-09-24,7:30,8:30,B6HF1621100080,FLAP,5207,733,160,PCS
2109,09-09-24,7:30,8:30,B6HF247C000080,"HOSE,3",5207,815,160,PCS
2110,09-09-24,7:30,8:30,B6HF312G000080,"PLUG,HOLE",5207,1764,240,PCS
2111,09-09-24,7:30,8:30,B6WH5546000080,BAND,5207,228,40,PCS
2112,09-09-24,7:30,8:30,BLSF838M000080,"SEAL,BOX 1",5207,31,80,PCS
2113,09-09-24,7:30,8:30,BR5H2592000080,BAND,5207,228,40,PCS
2114,09-09-24,7:30,8:30,B74E11660000M0,"PIPE,BREATHER 1",590C,3135,120,PCS
2115,09-09-24,7:30,8:30,B65F414A010080,"COVER,FILLER",690C,2317,600,PCS
2116,09-09-24,9:00,9:30,9.04801E+13,GROMMET,590D,4076,361,PCS
2117,09-09-24,9:00,10:00,904801548300M0,GROMMET,5207,1094,40,PCS
2118,09-09-24,9:00,10:00,904801339800M2,GROMMET,5301,1117,100,PCS
2119,09-09-24,9:00,10:00,1EGE81130200M0,"COVER,SHIFT PEDAL",5902,338,200,PCS
2120,09-09-24,9:00,10:00,3C1H21310000M0,"BAND,BATTERY",5902,1493,100,PCS
2121,09-09-24,9:00,10:00,902022614200M3,WASHER PLAIN,5902,4416,100,PCS
2122,09-09-24,9:00,10:00,9.04452E+13,HOSE,5902,1772,100,PCS
2123,09-09-24,9:00,10:00,9.048E+13,GROMMET,5902,4472,100,PCS
2124,09-09-24,9:00,10:00,9.04801E+13,GROMMET,5902,1153,400,PCS
2125,09-09-24,9:00,10:00,904801300100M0,GROMMET,5902,2127,600,PCS
2126,09-09-24,9:00,10:00,BBPE443E000080,"PIPE,DRAIN",590C,1196,160,PCS
2127,09-09-24,9:00,10:00,2DPE5495000080,"SEAL,PROTECTOR",690E,1497,680,PCS
2128,09-09-24,9:00,10:00,B65H5546000080,BAND,690E,1314,280,PCS
2129,09-09-24,9:00,10:00,B6HF312G000080,"PLUG,HOLE",690E,1220,200,PCS
2130,09-09-24,9:00,10:00,902022614200M3,WASHER PLAIN,690E,1492,440,PCS
2131,09-09-24,9:00,10:00,B65F414A010080,"COVER,FILLER",690E,1110,240,PCS
2132,09-09-24,10:30,11:00,2DPE5495000080,"SEAL,PROTECTOR",5207,3337,80,PCS
2133,09-09-24,10:30,11:00,4YYF7114000080,STOPPER,5207,2863,240,PCS
2134,09-09-24,10:30,11:00,B5XH2591000080,BAND,5207,946,80,PCS
2135,09-09-24,10:30,11:00,B65F3123000080,"COVER,UNDER 1",5207,3016,120,PCS
2136,09-09-24,10:30,11:00,B65H5546000080,BAND,5207,2852,120,PCS
2137,09-09-24,10:30,11:00,B74F1621000080,FLAP,5207,1801,80,PCS
2138,09-09-24,10:30,11:00,B74F3469000080,"CAP,BOLT",5207,2136,480,PCS
2139,09-09-24,10:30,11:00,B74F414A0000M0,"COVER,FILLER",5207,2032,120,PCS
2140,09-09-24,10:30,11:00,B74F4639000080,"STOPPER,PLATE",5207,2133,120,PCS
2141,09-09-24,10:30,11:00,B74F483H000080,BAND,5207,1299,40,PCS
2142,09-09-24,10:30,11:00,B74F8175000080,"TOOL,HOLDER",5207,2192,120,PCS
2143,09-09-24,10:30,11:00,B74H2131000080,"BAND,BATTERY",5207,2054,120,PCS
2144,09-09-24,10:30,11:00,BKAF4785000080,MOLE,5207,485,120,PCS
2145,09-09-24,10:30,11:00,B74E11660000M0,"PIPE,BREATHER 1",590C,3136,200,PCS
2146,09-09-24,10:00,11:30,91A200706500M0,"TUBE,FLEXIBLE VINYL",6311,2283,100,PCS
2147,09-09-24,10:00,11:30,1KPH2176000080,DAMPER,6909,2450,300,PCS
2148,09-09-24,10:00,11:30,2PHE3593010080,DAMPER,6909,1129,300,PCS
2149,09-09-24,10:00,11:30,4YYF7114000080,STOPPER,690E,1209,480,PCS
2150,09-09-24,10:00,11:30,B65F18160000M0,"PIPE,1",690E,1209,480,PCS
2151,09-09-24,10:00,11:30,B65F312G000080,"PLUG,HOLE",690E,1209,480,PCS
2152,09-09-24,10:00,11:30,BBPF8349000080,CAP,690E,1209,480,PCS
2153,09-09-24,10:00,11:30,BBPH2351000080,"TUBE,CORD 1",690E,1209,480,PCS
2154,09-09-24,10:00,11:30,BBPH5546000080,BAND,690E,1209,480,PCS
2155,09-09-24,10:00,11:30,9.04801E+13,GROMMET,690E,602,80,PCS
2156,09-09-24,10:00,13:00,2PHE3593010080,DAMPER,5201,800,500,PCS
2157,09-09-24,10:00,13:00,5LMF34150000M0,"COVER,BALL RACE 1",5201,218,100,PCS
2158,09-09-24,10:00,13:00,902022614200M3,WASHER PLAIN,5201,2299,500,PCS
2159,09-09-24,10:00,13:00,9.04801E+13,GROMMET,5201,2532,200,PCS
2160,09-09-24,10:00,13:00,904801339800M2,GROMMET,5201,707,400,PCS
2161,09-09-24,10:00,13:00,91A200706500M0,"TUBE,FLEXIBLE VINYL",5201,1567,300,PCS
2162,09-09-24,10:00,13:00,BFWF4315000080,"PIPE,5",5201,10,500,PCS
2163,09-09-24,11:00,13:00,1WDF2151000080,"SEAL,GUARD",5207,731,40,PCS
2164,09-09-24,10:00,13:00,903380701800M0,PLUG,5207,36,240,PCS
2165,09-09-24,10:00,13:00,B3MF4181000080,"DAMPER,LOCATING 1",5301,830,80,PCS
2166,09-09-24,10:00,13:00,B74F414A0000M0,"COVER,FILLER",5301,1047,240,PCS
2167,09-09-24,10:00,13:00,1PAF1717000080,"DAMPER,SIDE COVER",530A,751,100,PCS
2168,09-09-24,10:00,13:00,9.04802E+13,GROMMET,530A,883,600,PCS
2169,09-09-24,10:00,13:00,2PVF199H000080,"SHIELD,HEAT",5904,3174,300,PCS
2170,09-09-24,10:00,13:00,9.04801E+13,GROMMET,5904,693,200,PCS
2171,09-09-24,10:00,13:00,9.04801E+13,GROMMET,5904,2481,400,PCS
2172,09-09-24,10:00,13:00,904801841800M2,GROMMET,5904,3726,600,PCS
2173,09-09-24,10:00,13:00,BBSH4736000080,"DAMPER,TAIL",5904,693,100,PCS
2174,09-09-24,10:00,13:00,1PAF411J000080,"DAMPER,SIDE COVER",590B,918,120,PCS
2175,09-09-24,10:00,13:00,1WDF135F000080,COVER,590B,2315,240,PCS
2176,09-09-24,10:00,13:00,1WDF16A2000080,"SEAL,2",590B,2315,120,PCS
2177,09-09-24,10:00,13:00,2DPE5495000080,"SEAL,PROTECTOR",590B,2697,1320,PCS
2178,09-09-24,10:00,13:00,45PF1717000080,"DAMPER,SIDE COVER",590B,856,40,PCS
2179,09-09-24,10:00,13:00,45PF1778000080,"DAMPER,LOCATING 1",590B,918,240,PCS
2180,09-09-24,10:00,13:00,4YYF7114000080,STOPPER,590B,2652,240,PCS
2181,09-09-24,10:00,13:00,902022614200M3,WASHER PLAIN,590B,2864,1720,PCS
2182,09-09-24,10:00,13:00,903380701800M0,PLUG,590B,470,4400,PCS
2183,09-09-24,10:00,13:00,903880880300M0,DAMPER,590B,219,280,PCS
2184,09-09-24,10:00,13:00,9.04451E+13,HOSE,590B,977,40,PCS
2185,09-09-24,10:00,13:00,9.04452E+13,HOSE,590B,977,40,PCS
2186,09-09-24,10:00,13:00,90445217G30080,HOSE,590B,2315,120,PCS
2187,09-09-24,10:00,13:00,9.048E+13,GROMMET,590B,854,80,PCS
2188,09-09-24,10:00,13:00,904801100600M0,GROMMET,590B,856,40,PCS
2189,09-09-24,10:00,13:00,9.04801E+13,GROMMET,590B,856,80,PCS
2190,09-09-24,10:00,13:00,9.04801E+13,GROMMET,590B,2486,960,PCS
2191,09-09-24,10:00,13:00,904801339800M2,GROMMET,590B,1454,240,PCS
2192,09-09-24,10:00,13:00,904801548300M0,GROMMET,590B,1607,240,PCS
2193,09-09-24,10:00,13:00,9.04802E+13,GROMMET,590B,57,400,PCS
2194,09-09-24,10:00,13:00,904801827600M1,GROMMET,590B,856,280,PCS
2195,09-09-24,10:00,13:00,904801841800M2,GROMMET,590B,1808,240,PCS
2196,09-09-24,10:00,13:00,904802418600M1,GROMMET,590B,856,40,PCS
2197,09-09-24,10:00,13:00,B3MF1717000080,"DAMPER,SIDE COVER",590B,856,80,PCS
2198,09-09-24,10:00,13:00,B65F3123000080,"COVER,UNDER 1",590B,1891,1560,PCS
2199,09-09-24,10:00,13:00,B6HF312G000080,"PLUG,HOLE",590B,1156,1320,PCS
2200,09-09-24,10:00,13:00,B74F1621000080,FLAP,590B,1852,240,PCS
2201,09-09-24,10:00,13:00,B74F3469000080,"CAP,BOLT",590B,1852,960,PCS
2202,09-09-24,10:00,13:00,B74F4639000080,"STOPPER,PLATE",590B,1852,240,PCS
2203,09-09-24,10:00,13:00,B74F8175000080,"TOOL,HOLDER",590B,1852,240,PCS
2204,09-09-24,10:00,13:00,903880880300M0,DAMPER,590C,382,400,PCS
2205,09-09-24,10:00,13:00,B74E53730000M0,"PIPE,BREATHER",590C,1832,280,PCS
2206,09-09-24,10:00,13:00,9.04801E+13,GROMMET,590D,4077,1440,PCS
2207,09-09-24,10:00,13:00,9.04802E+13,GROMMET,590D,934,240,PCS
2208,09-09-24,10:00,13:00,BRGF4217000080,COVER,590D,6,40,PCS
2209,09-09-24,10:00,13:00,2PHE3593010080,DAMPER,6111,874,850,PCS
2210,09-09-24,10:00,13:00,2PHF62570000M0,STOPPER,6111,2356,350,PCS
2211,09-09-24,11:00,13:00,2PHF71140000M0,STOPPER,6111,6355,100,PCS
2212,09-09-24,11:00,13:00,B5DF465B000080,"CAP,ROTOR",6111,868,200,PCS
2213,09-09-24,10:00,13:00,B65F3415000080,"COVER,BALL RACE 1",6111,722,1000,PCS
2214,09-09-24,11:00,13:00,B65H5546000080,BAND,6111,1034,400,PCS
2215,09-09-24,11:00,13:00,BBPF8349000080,CAP,6111,922,200,PCS
2216,09-09-24,11:00,13:00,BEJE5373000080,"PIPE,BREATHER",6111,1296,400,PCS
2217,09-09-24,11:00,13:00,BJMF1621000080,FLAP,6111,857,200,PCS
2218,09-09-24,11:00,13:00,BJMF465B000080,"CAP,ROTOR",6111,721,200,PCS
2219,09-09-24,11:00,13:00,BJMH2592000080,BAND,6111,721,200,PCS
2220,09-09-24,10:00,13:00,1DYF3469000080,"CAP,BOLT",6111,2542,100,PCS
2221,09-09-24,10:00,13:00,1DYF622F000080,"DAMPER,LOCATING 1",6111,2542,200,PCS
2222,09-09-24,10:00,13:00,1KPH2176000080,DAMPER,6111,3056,700,PCS
2223,09-09-24,10:00,13:00,2PHE5373000080,"PIPE,BREATHER",6111,2786,400,PCS
2224,09-09-24,10:00,13:00,3XAF622F0000M0,"DAMPER,LOCATING 1",6111,247,100,PCS
2225,09-09-24,10:00,13:00,5LMF34150000M0,"COVER,BALL RACE 1",6111,268,100,PCS
2226,09-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,431,600,PCS
2227,09-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,2649,200,PCS
2228,09-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,700,400,PCS
2229,09-09-24,10:00,13:00,9.04802E+13,GROMMET,6111,700,400,PCS
2230,09-09-24,10:00,13:00,9.04802E+13,GROMMET,6111,2543,300,PCS
2231,09-09-24,10:00,13:00,B65F312G000080,"PLUG,HOLE",6111,701,1000,PCS
2232,09-09-24,10:00,13:00,4YYF7114000080,STOPPER,6311,2711,600,PCS
2233,09-09-24,10:00,13:00,2PHF62570000M0,STOPPER,6311,2728,550,PCS
2234,09-09-24,10:00,13:00,2PHE5473000080,"DUCT,AIR",6902,4899,900,PCS
2235,09-09-24,10:00,13:00,903880880300M0,DAMPER,6902,496,2200,PCS
2236,09-09-24,10:00,13:00,BBPE443E000080,"PIPE,DRAIN",6902,704,400,PCS
2237,09-09-24,10:00,13:00,BEJF1439000080,"STOPPER,MAIN STAND",6902,706,500,PCS
2238,09-09-24,10:00,13:00,BJME5473000080,"DUCT,AIR",6902,432,600,PCS
2239,09-09-24,10:00,13:00,903880880300M0,DAMPER,6903,444,400,PCS
2240,09-09-24,10:00,13:00,BBPE443E000080,"PIPE,DRAIN",6903,990,1680,PCS
2241,09-09-24,10:00,13:00,2PHE5373000080,"PIPE,BREATHER",6909,2055,300,PCS
2242,09-09-24,10:00,13:00,2PHF3415000080,"COVER,BALL RACE 1",6909,2050,300,PCS
2243,09-09-24,10:00,13:00,9.04802E+13,GROMMET,6909,242,600,PCS
2244,09-09-24,10:00,13:00,B5DF465B000080,"CAP,ROTOR",6909,105,200,PCS
2245,09-09-24,10:00,13:00,4YYF7114000080,STOPPER,690C,1830,1080,PCS
2246,09-09-24,10:00,13:00,B5DF465B000080,"CAP,ROTOR",690E,867,200,PCS
2247,09-09-24,10:00,13:00,B65F3123000080,"COVER,UNDER 1",690E,981,1000,PCS
2248,09-09-24,10:00,13:00,B65F3415000080,"COVER,BALL RACE 1",690E,910,200,PCS
2249,09-09-24,10:00,13:00,B6HF1621100080,FLAP,690E,618,200,PCS
2250,09-09-24,10:00,13:00,B65F2211000080,COVER,690E,809,1600,PCS
2251,09-09-24,11:00,13:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1914,360,PCS
2252,09-09-24,11:00,13:00,B65F18160000M0,"PIPE,1",690G,2188,240,PCS
2253,09-09-24,11:00,13:00,B65F2211000080,COVER,690G,1673,480,PCS
2254,09-09-24,11:00,13:00,B65F3123000080,"COVER,UNDER 1",690G,3254,360,PCS
2255,09-09-24,11:00,13:00,B65H5546000080,BAND,690G,2148,40,PCS
2256,09-09-24,11:00,13:00,B6HF1621100080,FLAP,690G,790,120,PCS
2257,09-09-24,11:00,13:00,BBPF8349000080,CAP,690G,1164,240,PCS
2258,09-09-24,11:00,13:00,BBPH2351000080,"TUBE,CORD 1",690G,1164,240,PCS
2259,09-09-24,10:00,13:00,902022614200M3,WASHER PLAIN,690G,1658,2000,PCS
2260,09-09-24,10:00,13:00,903380701800M0,PLUG,690G,235,3360,PCS
2261,09-09-24,10:00,13:00,9.04801E+13,GROMMET,690G,1269,200,PCS
2262,09-09-24,10:00,13:00,904801302200M0,GROMMET,690G,60,8960,PCS
2263,09-09-24,10:00,13:00,9.04801E+13,GROMMET,690G,1177,120,PCS
