SEQ,Delivery Due Date,Delivery Time (From),Delivery Time (To),Item Number,Item Name,User Code,Order No.,Order Quantity,Unit
780,03-09-24,10:00,13:00,BBSH4736000080,"DAMPER,TAIL",5904,690,100,PCS
781,03-09-24,10:00,13:00,1PAF411J000080,"DAMPER,SIDE COVER",590B,914,80,PCS
782,03-09-24,10:00,13:00,1S7F622F000080,"DAMPER,LOCATING 1",590B,2635,480,PCS
783,03-09-24,10:00,13:00,1WDF135F000080,COVER,590B,2311,400,PCS
784,03-09-24,10:00,13:00,1WDF16A2000080,"SEAL,2",590B,2311,200,PCS
785,03-09-24,10:00,13:00,2DPE5495000080,"SEAL,PROTECTOR",590B,2693,1320,PCS
786,03-09-24,10:00,13:00,45PF1717000080,"DAMPER,SIDE COVER",590B,852,80,PCS
787,03-09-24,10:00,13:00,45PF1778000080,"DAMPER,LOCATING 1",590B,914,160,PCS
788,03-09-24,10:00,13:00,4YYF7114000080,STOPPER,590B,2648,200,PCS
789,03-09-24,10:00,13:00,902022614200M3,WASHER PLAIN,590B,2860,1800,PCS
790,03-09-24,10:00,13:00,903380701800M0,PLUG,590B,466,4360,PCS
791,03-09-24,10:00,13:00,903880880300M0,DAMPER,590B,215,200,PCS
792,03-09-24,10:00,13:00,9.04451E+13,HOSE,590B,973,80,PCS
793,03-09-24,10:00,13:00,9.04452E+13,HOSE,590B,973,80,PCS
794,03-09-24,10:00,13:00,90445217G30080,HOSE,590B,2311,200,PCS
795,03-09-24,10:00,13:00,9.048E+13,GROMMET,590B,850,160,PCS
796,03-09-24,10:00,13:00,904801100600M0,GROMMET,590B,852,80,PCS
797,03-09-24,10:00,13:00,9.04801E+13,GROMMET,590B,852,160,PCS
798,03-09-24,10:00,13:00,9.04801E+13,GROMMET,590B,2482,720,PCS
799,03-09-24,10:00,13:00,904801339800M2,GROMMET,590B,1450,320,PCS
800,03-09-24,10:00,13:00,904801548300M0,GROMMET,590B,1603,200,PCS
801,03-09-24,10:00,13:00,9.04802E+13,GROMMET,590B,53,880,PCS
802,03-09-24,10:00,13:00,904801827600M1,GROMMET,590B,852,560,PCS
803,03-09-24,10:00,13:00,904801841800M2,GROMMET,590B,1804,160,PCS
804,03-09-24,10:00,13:00,904802418600M1,GROMMET,590B,852,80,PCS
805,03-09-24,10:00,13:00,B3MF1717000080,"DAMPER,SIDE COVER",590B,852,160,PCS
806,03-09-24,10:00,13:00,B65F3123000080,"COVER,UNDER 1",590B,1887,1520,PCS
807,03-09-24,10:00,13:00,B6HF312G000080,"PLUG,HOLE",590B,1152,1320,PCS
808,03-09-24,10:00,13:00,B74F1621000080,FLAP,590B,1848,200,PCS
809,03-09-24,10:00,13:00,B74F3469000080,"CAP,BOLT",590B,1848,800,PCS
810,03-09-24,10:00,13:00,B74F4639000080,"STOPPER,PLATE",590B,1848,200,PCS
811,03-09-24,10:00,13:00,B74F8175000080,"TOOL,HOLDER",590B,1848,200,PCS
812,03-09-24,10:00,13:00,BK6F8483000080,"PLATE,RUBBER 1",590B,1320,240,PCS
813,03-09-24,10:00,13:00,BRAH2589000080,"PROTECTOR,WIRE HARNESS",590B,12,40,PCS
814,03-09-24,10:00,13:00,BRAH2929000080,PLUG,590B,12,80,PCS
815,03-09-24,10:00,13:00,903880880300M0,DAMPER,590C,378,520,PCS
816,03-09-24,10:00,13:00,B74E53730000M0,"PIPE,BREATHER",590C,1828,280,PCS
817,03-09-24,10:00,13:00,9.04801E+13,GROMMET,590D,4069,2800,PCS
818,03-09-24,10:00,13:00,9.04802E+13,GROMMET,590D,930,160,PCS
819,03-09-24,10:00,13:00,2PHE3593010080,DAMPER,6111,870,800,PCS
820,03-09-24,10:00,13:00,2PHF62570000M0,STOPPER,6111,2352,450,PCS
821,03-09-24,11:00,13:00,B5DF465B000080,"CAP,ROTOR",6111,860,200,PCS
822,03-09-24,10:00,13:00,B65F3415000080,"COVER,BALL RACE 1",6111,718,700,PCS
823,03-09-24,11:00,13:00,B65H5546000080,BAND,6111,1019,300,PCS
824,03-09-24,11:00,13:00,BBPF8349000080,CAP,6111,914,200,PCS
825,03-09-24,11:00,13:00,BEJE5373000080,"PIPE,BREATHER",6111,1281,300,PCS
826,03-09-24,11:00,13:00,BJMF1621000080,FLAP,6111,848,100,PCS
827,03-09-24,11:00,13:00,BJMF465B000080,"CAP,ROTOR",6111,712,100,PCS
828,03-09-24,11:00,13:00,BJMH2592000080,BAND,6111,712,100,PCS
829,03-09-24,10:00,13:00,1DYF3469000080,"CAP,BOLT",6111,2538,100,PCS
830,03-09-24,10:00,13:00,1DYF622F000080,"DAMPER,LOCATING 1",6111,2538,200,PCS
831,03-09-24,10:00,13:00,1KPH2176000080,DAMPER,6111,3052,900,PCS
832,03-09-24,10:00,13:00,2PHE5373000080,"PIPE,BREATHER",6111,2782,400,PCS
833,03-09-24,10:00,13:00,3XAF622F0000M0,"DAMPER,LOCATING 1",6111,243,100,PCS
834,03-09-24,10:00,13:00,5LMF34150000M0,"COVER,BALL RACE 1",6111,264,200,PCS
835,03-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,427,300,PCS
836,03-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,2645,400,PCS
837,03-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,696,400,PCS
838,03-09-24,10:00,13:00,9.04802E+13,GROMMET,6111,696,400,PCS
839,03-09-24,10:00,13:00,9.04802E+13,GROMMET,6111,2539,300,PCS
840,03-09-24,10:00,13:00,B65F312G000080,"PLUG,HOLE",6111,697,700,PCS
841,03-09-24,10:00,13:00,4YYF7114000080,STOPPER,6311,2707,300,PCS
842,03-09-24,10:00,13:00,2PHF62570000M0,STOPPER,6311,2724,650,PCS
843,03-09-24,10:00,13:00,2PHE5473000080,"DUCT,AIR",6902,4895,900,PCS
844,03-09-24,10:00,13:00,903880880300M0,DAMPER,6902,492,2100,PCS
845,03-09-24,10:00,13:00,BBPE443E000080,"PIPE,DRAIN",6902,700,400,PCS
846,03-09-24,10:00,13:00,BEJF1439000080,"STOPPER,MAIN STAND",6902,702,400,PCS
847,03-09-24,10:00,13:00,BJME5473000080,"DUCT,AIR",6902,428,300,PCS
848,03-09-24,10:00,13:00,903880880300M0,DAMPER,6903,440,480,PCS
849,03-09-24,10:00,13:00,BBPE443E000080,"PIPE,DRAIN",6903,986,1520,PCS
850,03-09-24,10:00,13:00,2PHE5373000080,"PIPE,BREATHER",6909,2051,400,PCS
851,03-09-24,10:00,13:00,2PHF3415000080,"COVER,BALL RACE 1",6909,2046,400,PCS
852,03-09-24,10:00,13:00,54PF3415000080,"COVER,BALL RACE 1",6909,1329,100,PCS
853,03-09-24,10:00,13:00,91A200706500M0,"TUBE,FLEXIBLE VINYL",6909,1164,100,PCS
854,03-09-24,10:00,13:00,4YYF7114000080,STOPPER,690C,1826,1040,PCS
855,03-09-24,10:00,13:00,B5DF465B000080,"CAP,ROTOR",690E,862,280,PCS
856,03-09-24,10:00,13:00,B65F3123000080,"COVER,UNDER 1",690E,976,960,PCS
857,03-09-24,10:00,13:00,B65F3415000080,"COVER,BALL RACE 1",690E,905,280,PCS
858,03-09-24,10:00,13:00,B6HF1621100080,FLAP,690E,613,280,PCS
859,03-09-24,10:00,13:00,B65F2211000080,COVER,690E,804,1120,PCS
860,03-09-24,11:00,13:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1894,360,PCS
861,03-09-24,11:00,13:00,B65F18160000M0,"PIPE,1",690G,2172,240,PCS
862,03-09-24,11:00,13:00,B65F2211000080,COVER,690G,1657,480,PCS
863,03-09-24,11:00,13:00,B65F3123000080,"COVER,UNDER 1",690G,3234,360,PCS
864,03-09-24,11:00,13:00,B65H5546000080,BAND,690G,2134,40,PCS
865,03-09-24,11:00,13:00,B6HF1621100080,FLAP,690G,774,120,PCS
866,03-09-24,11:00,13:00,BBPF8349000080,CAP,690G,1148,240,PCS
867,03-09-24,11:00,13:00,BBPH2351000080,"TUBE,CORD 1",690G,1148,240,PCS
868,03-09-24,10:00,13:00,902022614200M3,WASHER PLAIN,690G,1654,2040,PCS
869,03-09-24,10:00,13:00,903380701800M0,PLUG,690G,231,3480,PCS
870,03-09-24,10:00,13:00,9.04801E+13,GROMMET,690G,1265,160,PCS
871,03-09-24,10:00,13:00,904801302200M0,GROMMET,690G,56,9280,PCS
872,03-09-24,10:00,13:00,904801339800M2,GROMMET,690G,1119,80,PCS
873,03-09-24,10:00,13:00,9.04801E+13,GROMMET,690G,1173,120,PCS
874,03-09-24,10:00,13:00,9.04802E+13,GROMMET,690G,49,160,PCS
875,03-09-24,10:00,13:00,B6HF312G000080,"PLUG,HOLE",690G,1291,1160,PCS
876,03-09-24,12:30,13:30,B8DH5546100080,BAND,5902,567,100,PCS
877,03-09-24,12:30,13:30,BDJE3767000080,"CAP,INJECTOR",5902,798,100,PCS
878,03-09-24,12:30,13:30,BK6F23270000M0,"GUARD,MUD 1",5902,1406,100,PCS
879,03-09-24,12:30,13:30,BK6F247A010080,"HOSE,1",5902,1239,100,PCS
880,03-09-24,12:30,13:30,1WDF2151000080,"SEAL,GUARD",590B,3702,120,PCS
881,03-09-24,12:30,13:30,1WDH21310000M0,"BAND,BATTERY",590B,2360,80,PCS
882,03-09-24,12:30,13:30,1WDH5546000080,BAND,590B,2285,80,PCS
883,03-09-24,12:30,13:30,2MSF483H000080,BAND,590B,2864,40,PCS
884,03-09-24,12:30,13:30,B04H2314000080,"COVER,IGNITION COIL",590B,2021,80,PCS
885,03-09-24,12:30,13:30,B04H2314100080,"COVER,IGNITION COIL",590B,2022,80,PCS
886,03-09-24,12:30,13:30,B1XF419A000080,HOLDER,590B,835,40,PCS
887,03-09-24,12:30,13:30,B1XF419E000080,"COVER,CANISTER",590B,835,40,PCS
888,03-09-24,12:30,13:30,B3MF1826000080,"PIPE,BREATHER",590B,1225,80,PCS
889,03-09-24,12:30,13:30,B3MF2178000080,TENSIONER,590B,1130,160,PCS
890,03-09-24,12:30,13:30,B3MH1662000080,"COVER,CONNECTOR",590B,1225,80,PCS
891,03-09-24,12:30,13:30,B5DF465B000080,"CAP,ROTOR",590B,3691,160,PCS
892,03-09-24,12:30,13:30,B5XH2591000080,BAND,590B,1746,80,PCS
893,03-09-24,12:30,13:30,B65F3415000080,"COVER,BALL RACE 1",590B,3219,320,PCS
894,03-09-24,12:30,13:30,B65H5546000080,BAND,590B,5273,240,PCS
895,03-09-24,12:30,13:30,B6HF1621100080,FLAP,590B,2056,240,PCS
896,03-09-24,12:30,13:30,B74F483H000080,BAND,590B,3188,80,PCS
897,03-09-24,12:30,13:30,B74H2131000080,"BAND,BATTERY",590B,3568,80,PCS
898,03-09-24,12:30,13:30,BDJH2131000080,"BAND,BATTERY",590B,18,40,PCS
899,03-09-24,12:30,13:30,BKAF4317000080,"PIPE,7",590B,864,80,PCS
900,03-09-24,12:30,13:30,BKAF4785000080,MOLE,590B,897,80,PCS
901,03-09-24,12:30,13:30,BLSF1521000080,FLAP,590B,142,80,PCS
902,03-09-24,12:30,13:30,BLSF1621000080,FLAP,590B,142,80,PCS
903,03-09-24,12:30,13:30,BRAF163F000080,"COVER,3",590B,18,40,PCS
904,03-09-24,12:30,13:30,BRAH5546000080,BAND,590B,18,40,PCS
905,03-09-24,12:30,13:30,BS7F8484000080,"PLATE,RUBBER 2",590B,1616,80,PCS
906,03-09-24,12:30,13:30,BS7F8485000080,"PLATE,RUBBER 3",590B,1616,80,PCS
907,03-09-24,12:30,13:30,2PHF3415000080,"COVER,BALL RACE 1",6111,2789,100,PCS
908,03-09-24,12:30,13:30,2PHE3593010080,DAMPER,690G,791,60,PCS
909,03-09-24,12:30,13:30,2PHF62570000M0,STOPPER,690G,1313,60,PCS
910,03-09-24,12:30,13:30,B5DF465B000080,"CAP,ROTOR",690G,1383,200,PCS
911,03-09-24,12:30,13:30,B65F312G000080,"PLUG,HOLE",690G,1692,280,PCS
912,03-09-24,12:30,13:30,B65F3415000080,"COVER,BALL RACE 1",690G,1815,600,PCS
913,03-09-24,12:30,13:30,BBPH5546000080,BAND,690G,1015,200,PCS
914,03-09-24,12:30,13:30,BLSF1521000080,FLAP,690G,47,80,PCS
915,03-09-24,12:30,13:30,BLSF1621000080,FLAP,690G,47,80,PCS
916,03-09-24,16:00,16:30,1EGE81130200M0,"COVER,SHIFT PEDAL",5201,425,200,PCS
917,03-09-24,16:00,16:30,B74E11660000M0,"PIPE,BREATHER 1",590C,3127,40,PCS
918,03-09-24,16:00,16:30,B65F414A010080,"COVER,FILLER",690C,2310,200,PCS
919,03-09-24,15:30,17:00,2PHF71140000M0,STOPPER,6111,6339,100,PCS
920,03-09-24,15:30,17:00,54PF3415000080,"COVER,BALL RACE 1",6111,2881,100,PCS
921,03-09-24,15:30,17:00,B65H5546000080,BAND,6111,1020,200,PCS
922,03-09-24,15:30,17:00,BEJE5373000080,"PIPE,BREATHER",6111,1282,200,PCS
923,03-09-24,15:30,17:00,BJMF1621000080,FLAP,6111,849,200,PCS
924,03-09-24,15:30,17:00,BJMF465B000080,"CAP,ROTOR",6111,713,200,PCS
925,03-09-24,15:30,17:00,BJMH2592000080,BAND,6111,713,200,PCS
926,03-09-24,15:30,17:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1895,280,PCS
927,03-09-24,15:30,17:00,B65F18160000M0,"PIPE,1",690G,2173,280,PCS
928,03-09-24,15:30,17:00,B65F2211000080,COVER,690G,1658,560,PCS
929,03-09-24,15:30,17:00,B65F3123000080,"COVER,UNDER 1",690G,3235,280,PCS
930,03-09-24,15:30,17:00,BBPF8349000080,CAP,690G,1149,280,PCS
931,03-09-24,15:30,17:00,BBPH2351000080,"TUBE,CORD 1",690G,1149,280,PCS
932,03-09-24,18:00,19:00,902022614200M3,WASHER PLAIN,5207,3407,320,PCS
933,03-09-24,18:00,19:00,904801339800M2,GROMMET,5207,1538,40,PCS
934,03-09-24,18:00,19:00,904801548300M0,GROMMET,5207,1088,40,PCS
935,03-09-24,18:00,19:00,904801339800M2,GROMMET,5301,1112,40,PCS
936,03-09-24,17:00,19:00,B5DF465B000080,"CAP,ROTOR",590B,3692,360,PCS
937,03-09-24,17:00,19:00,B65F3415000080,"COVER,BALL RACE 1",590B,3220,480,PCS
938,03-09-24,17:00,19:00,B65H5546000080,BAND,590B,5275,360,PCS
939,03-09-24,17:00,19:00,B6HF1621100080,FLAP,590B,2057,240,PCS
940,03-09-24,17:00,19:00,BLSF1521000080,FLAP,590B,143,240,PCS
941,03-09-24,17:00,19:00,BLSF1621000080,FLAP,590B,143,240,PCS
942,03-09-24,18:00,19:00,BBPE443E000080,"PIPE,DRAIN",590C,1189,321,PCS
943,03-09-24,17:00,19:00,1DYF2151000080,"SEAL,GUARD",6111,2936,100,PCS
944,03-09-24,17:00,19:00,91A200706500M0,"TUBE,FLEXIBLE VINYL",6311,2276,400,PCS
945,03-09-24,18:00,19:00,2DPE5495000080,"SEAL,PROTECTOR",690E,1488,400,PCS
946,03-09-24,18:00,19:00,B65H5546000080,BAND,690E,1307,80,PCS
947,03-09-24,18:00,19:00,B6HF312G000080,"PLUG,HOLE",690E,1213,80,PCS
948,03-09-24,18:00,19:00,902022614200M3,WASHER PLAIN,690E,1483,400,PCS
949,03-09-24,17:00,19:00,4YYF7114000080,STOPPER,690E,1200,320,PCS
950,03-09-24,17:00,19:00,B65F18160000M0,"PIPE,1",690E,1200,320,PCS
951,03-09-24,17:00,19:00,B65F312G000080,"PLUG,HOLE",690E,1200,320,PCS
952,03-09-24,18:00,19:00,B65F414A010080,"COVER,FILLER",690E,1101,360,PCS
953,03-09-24,17:00,19:00,BBPF8349000080,CAP,690E,1200,320,PCS
954,03-09-24,17:00,19:00,BBPH2351000080,"TUBE,CORD 1",690E,1200,320,PCS
955,03-09-24,17:00,19:00,BBPH5546000080,BAND,690E,1200,320,PCS
956,03-09-24,19:30,20:30,2PHF71140000M0,STOPPER,6111,6340,100,PCS
957,03-09-24,19:30,20:30,B5DF465B000080,"CAP,ROTOR",6111,861,200,PCS
958,03-09-24,19:30,20:30,B65H5546000080,BAND,6111,1021,200,PCS
959,03-09-24,19:30,20:30,BBPF8349000080,CAP,6111,915,200,PCS
960,03-09-24,19:30,20:30,BEJE5373000080,"PIPE,BREATHER",6111,1283,200,PCS
961,03-09-24,19:30,20:30,2DPE5495000080,"SEAL,PROTECTOR",690G,1896,320,PCS
962,03-09-24,19:30,20:30,B65F3123000080,"COVER,UNDER 1",690G,3236,320,PCS
963,03-09-24,19:30,20:30,B65H5546000080,BAND,690G,2135,120,PCS
964,03-09-24,19:30,20:30,B6HF1621100080,FLAP,690G,775,240,PCS
965,03-09-24,22:00,22:30,2PHF71140000M0,STOPPER,6111,6341,100,PCS
966,03-09-24,22:00,22:30,54PF3415000080,"COVER,BALL RACE 1",6111,2882,100,PCS
967,03-09-24,22:00,22:30,2DPE5495000080,"SEAL,PROTECTOR",690G,1897,320,PCS
968,03-09-24,22:00,22:30,B65F18160000M0,"PIPE,1",690G,2174,160,PCS
969,03-09-24,22:00,22:30,B65F2211000080,COVER,690G,1659,160,PCS
970,03-09-24,22:00,22:30,B65F3123000080,"COVER,UNDER 1",690G,3237,320,PCS
971,03-09-24,22:00,22:30,B65H5546000080,BAND,690G,2136,120,PCS
972,03-09-24,22:00,22:30,B6HF1621100080,FLAP,690G,776,160,PCS
973,03-09-24,22:00,22:30,BBPF8349000080,CAP,690G,1150,120,PCS
974,03-09-24,22:00,22:30,BBPH2351000080,"TUBE,CORD 1",690G,1150,120,PCS
975,03-09-24,22:00,22:30,BPNH2351000080,"TUBE,CORD 1",690G,183,40,PCS
976,04-09-24,,,9.04801E+13,GROMMET,5301,827,160,PCS
977,04-09-24,,,904801339800M2,GROMMET,6312,430,300,PCS
978,04-09-24,,,2PHE3593010080,DAMPER,690E,3,80,PCS
979,04-09-24,,,9.04801E+13,GROMMET,690E,3,80,PCS
980,04-09-24,,,2PVF2151000080,"SEAL,GUARD",7667,J1767,400,PCS
981,04-09-24,,,45PF53640000M0,DAMPER,7667,J1426,900,PCS
982,04-09-24,,,903880880300M0,DAMPER,7667,J0373,300,PCS
983,04-09-24,7:30,8:00,2PVE2576000080,"HOSE,1",5902,4250,200,PCS
984,04-09-24,7:30,8:00,2PVH5546100080,BAND,5902,2035,200,PCS
985,04-09-24,7:30,8:00,45PF53640000M0,DAMPER,5902,2691,400,PCS
986,04-09-24,7:30,8:00,9.04452E+13,HOSE,5902,2034,200,PCS
987,04-09-24,7:30,8:00,1WDF2151000080,"SEAL,GUARD",590B,3703,80,PCS
988,04-09-24,7:30,8:00,1WDH21310000M0,"BAND,BATTERY",590B,2361,40,PCS
989,04-09-24,7:30,8:00,2MSF483H000080,BAND,590B,2865,40,PCS
990,04-09-24,7:30,8:00,B04E449E0000M0,"COVER,AIR FILTER",590B,1661,40,PCS
991,04-09-24,7:30,8:00,B1XF419A000080,HOLDER,590B,836,40,PCS
992,04-09-24,7:30,8:00,B1XF419E000080,"COVER,CANISTER",590B,836,40,PCS
993,04-09-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",590B,3693,320,PCS
994,04-09-24,7:30,8:00,B5XH2591000080,BAND,590B,1747,120,PCS
995,04-09-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",590B,3221,480,PCS
996,04-09-24,7:30,8:00,B65H5546000080,BAND,590B,5277,440,PCS
997,04-09-24,7:30,8:00,B6HF1621100080,FLAP,590B,2058,280,PCS
998,04-09-24,7:30,8:00,B74F483H000080,BAND,590B,3189,120,PCS
999,04-09-24,7:30,8:00,B74H2131000080,"BAND,BATTERY",590B,3569,120,PCS
1000,04-09-24,7:30,8:00,B9TH2314000080,"COVER,IGNITION COIL",590B,906,40,PCS
1001,04-09-24,7:30,8:00,B9TH2314100080,"COVER,IGNITION COIL",590B,906,40,PCS
1002,04-09-24,7:30,8:00,BDJH2131000080,"BAND,BATTERY",590B,19,40,PCS
1003,04-09-24,7:30,8:00,BKAF4317000080,"PIPE,7",590B,865,120,PCS
1004,04-09-24,7:30,8:00,BKAF4785000080,MOLE,590B,898,120,PCS
1005,04-09-24,7:30,8:00,BLSF1521000080,FLAP,590B,144,200,PCS
1006,04-09-24,7:30,8:00,BLSF1621000080,FLAP,590B,144,200,PCS
1007,04-09-24,7:30,8:00,BRAF163F000080,"COVER,3",590B,19,40,PCS
1008,04-09-24,7:30,8:00,BRAH3836000080,BAND,590B,12,40,PCS
1009,04-09-24,7:30,8:00,BRAH5546000080,BAND,590B,19,40,PCS
1010,04-09-24,7:30,8:00,BS7F8484000080,"PLATE,RUBBER 2",590B,1617,40,PCS
1011,04-09-24,7:30,8:00,BS7F8485000080,"PLATE,RUBBER 3",590B,1617,40,PCS
1012,04-09-24,7:30,8:00,1FDH5546100080,BAND,6111,1033,100,PCS
1013,04-09-24,7:30,8:00,2PHF3415000080,"COVER,BALL RACE 1",6111,2790,100,PCS
1014,04-09-24,7:30,8:00,2PHF71140000M0,STOPPER,6111,6342,200,PCS
1015,04-09-24,7:30,8:00,2SUF811G000080,BAND,6111,1379,100,PCS
1016,04-09-24,7:30,8:00,2SUH5546000080,BAND,6111,2718,100,PCS
1017,04-09-24,7:30,8:00,54PF3415000080,"COVER,BALL RACE 1",6111,2883,200,PCS
1018,04-09-24,7:30,8:00,B65H5546000080,BAND,6111,1022,100,PCS
1019,04-09-24,7:30,8:00,BEJE5373000080,"PIPE,BREATHER",6111,1284,100,PCS
1020,04-09-24,7:30,8:00,BJMF1621000080,FLAP,6111,850,100,PCS
1021,04-09-24,7:30,8:00,BJMF465B000080,"CAP,ROTOR",6111,714,100,PCS
1022,04-09-24,7:30,8:00,BJMH2155000080,BAND,6111,559,100,PCS
1023,04-09-24,7:30,8:00,BJMH2592000080,BAND,6111,714,100,PCS
1024,04-09-24,7:30,8:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1898,760,PCS
1025,04-09-24,7:30,8:00,2PHE3593010080,DAMPER,690G,792,20,PCS
1026,04-09-24,7:30,8:00,2PHF62570000M0,STOPPER,690G,1314,20,PCS
1027,04-09-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",690G,1384,160,PCS
1028,04-09-24,7:30,8:00,B65F18160000M0,"PIPE,1",690G,2175,160,PCS
1029,04-09-24,7:30,8:00,B65F2211000080,COVER,690G,1660,240,PCS
1030,04-09-24,7:30,8:00,B65F3123000080,"COVER,UNDER 1",690G,3238,760,PCS
1031,04-09-24,7:30,8:00,B65F312G000080,"PLUG,HOLE",690G,1693,760,PCS
1032,04-09-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",690G,1816,720,PCS
1033,04-09-24,7:30,8:00,B65H5546000080,BAND,690G,2137,200,PCS
1034,04-09-24,7:30,8:00,B6HF1621100080,FLAP,690G,777,600,PCS
1035,04-09-24,7:30,8:00,BBPF8349000080,CAP,690G,1151,160,PCS
1036,04-09-24,7:30,8:00,BBPH2351000080,"TUBE,CORD 1",690G,1151,160,PCS
1037,04-09-24,7:30,8:00,BBPH5546000080,BAND,690G,1016,720,PCS
1038,04-09-24,7:30,8:30,1EGE81130200M0,"COVER,SHIFT PEDAL",5201,426,900,PCS
1039,04-09-24,7:30,8:30,B3MH1662000080,"COVER,CONNECTOR",5201,362,200,PCS
1040,04-09-24,7:30,8:30,B74F483H000080,BAND,5201,92,500,PCS
1041,04-09-24,7:30,8:30,BK6E4747000080,"DAMPER,MUFF.",5201,124,200,PCS
1042,04-09-24,7:30,8:30,2DPE5495000080,"SEAL,PROTECTOR",5207,3329,160,PCS
1043,04-09-24,7:30,8:30,4YYF7114000080,STOPPER,5207,2856,40,PCS
1044,04-09-24,7:30,8:30,B5DF465B000080,"CAP,ROTOR",5207,1531,320,PCS
1045,04-09-24,7:30,8:30,B5XH2591000080,BAND,5207,939,40,PCS
1046,04-09-24,7:30,8:30,B65F3123000080,"COVER,UNDER 1",5207,3006,360,PCS
1047,04-09-24,7:30,8:30,B65F3415000080,"COVER,BALL RACE 1",5207,1336,160,PCS
1048,04-09-24,7:30,8:30,B65H5546000080,BAND,5207,2843,200,PCS
1049,04-09-24,7:30,8:30,B6HF1621100080,FLAP,5207,727,160,PCS
1050,04-09-24,7:30,8:30,B6HF247C000080,"HOSE,3",5207,811,320,PCS
1051,04-09-24,7:30,8:30,B6HF312G000080,"PLUG,HOLE",5207,1757,320,PCS
1052,04-09-24,7:30,8:30,B74E53730000M0,"PIPE,BREATHER",5207,1412,40,PCS
1053,04-09-24,7:30,8:30,B74F3469000080,"CAP,BOLT",5207,2129,160,PCS
1054,04-09-24,7:30,8:30,B74F414A0000M0,"COVER,FILLER",5207,2025,40,PCS
1055,04-09-24,7:30,8:30,B74F4639000080,"STOPPER,PLATE",5207,2126,40,PCS
1056,04-09-24,7:30,8:30,B74F483H000080,BAND,5207,1294,40,PCS
1057,04-09-24,7:30,8:30,B74F8175000080,"TOOL,HOLDER",5207,2185,40,PCS
1058,04-09-24,7:30,8:30,B74H2131000080,"BAND,BATTERY",5207,2047,40,PCS
1059,04-09-24,7:30,8:30,BKAF4317000080,"PIPE,7",5207,41,40,PCS
1060,04-09-24,7:30,8:30,BKAF4785000080,MOLE,5207,478,40,PCS
1061,04-09-24,7:30,8:30,BLSF838M000080,"SEAL,BOX 1",5207,27,160,PCS
1062,04-09-24,7:30,8:30,B74E11660000M0,"PIPE,BREATHER 1",590C,3128,40,PCS
1063,04-09-24,7:30,8:30,B65F414A010080,"COVER,FILLER",690C,2311,640,PCS
1064,04-09-24,9:00,9:30,9.04801E+13,GROMMET,590D,4070,28,PCS
1065,04-09-24,9:00,9:30,9.04802E+13,GROMMET,590D,2222,32,PCS
1066,04-09-24,9:00,10:00,902022614200M3,WASHER PLAIN,5207,3408,40,PCS
1067,04-09-24,9:00,10:00,904801548300M0,GROMMET,5207,1089,40,PCS
1068,04-09-24,9:00,10:00,904801339800M2,GROMMET,5301,1113,160,PCS
1069,04-09-24,9:00,10:00,1EGE81130200M0,"COVER,SHIFT PEDAL",5902,335,200,PCS
1070,04-09-24,9:00,10:00,3C1H21310000M0,"BAND,BATTERY",5902,1491,100,PCS
1071,04-09-24,9:00,10:00,902022614200M3,WASHER PLAIN,5902,4414,100,PCS
1072,04-09-24,9:00,10:00,9.04452E+13,HOSE,5902,1770,100,PCS
1073,04-09-24,9:00,10:00,9.048E+13,GROMMET,5902,4470,100,PCS
1074,04-09-24,9:00,10:00,9.04801E+13,GROMMET,5902,1151,400,PCS
1075,04-09-24,9:00,10:00,904801300100M0,GROMMET,5902,2124,400,PCS
1076,04-09-24,9:00,10:00,BBPE443E000080,"PIPE,DRAIN",590C,1190,120,PCS
1077,04-09-24,9:00,10:00,2DPE5495000080,"SEAL,PROTECTOR",690E,1489,520,PCS
1078,04-09-24,9:00,10:00,B65H5546000080,BAND,690E,1308,440,PCS
1079,04-09-24,9:00,10:00,B6HF312G000080,"PLUG,HOLE",690E,1214,280,PCS
1080,04-09-24,9:00,10:00,902022614200M3,WASHER PLAIN,690E,1484,280,PCS
1081,04-09-24,9:00,10:00,B65F414A010080,"COVER,FILLER",690E,1102,320,PCS
1082,04-09-24,10:30,11:00,2PVE2576000080,"HOSE,1",5201,2093,400,PCS
1083,04-09-24,10:30,11:00,2PVH5546100080,BAND,5201,1340,900,PCS
1084,04-09-24,10:30,11:00,54PF3415000080,"COVER,BALL RACE 1",5201,1954,300,PCS
1085,04-09-24,10:30,11:00,B65F3123000080,"COVER,UNDER 1",5201,444,100,PCS
1086,04-09-24,10:30,11:00,B8DH2131000080,"BAND,BATTERY",5201,531,100,PCS
1087,04-09-24,10:30,11:00,BK6F247A010080,"HOSE,1",5201,431,100,PCS
1088,04-09-24,10:30,11:00,4YYF7114000080,STOPPER,5207,2857,40,PCS
